,sample,sex,pop,pop_name,superpop,superpop_name
2170,HG03951,female,STU,Tamil,SAS,South Asian Ancestry
2171,HG01928,male,PEL,Peruvian,AMR,American Ancestry
2172,HG03963,male,ITU,Telugu,SAS,South Asian Ancestry
2173,HG03947,female,STU,Tamil,SAS,South Asian Ancestry
2174,HG01935,male,PEL,Peruvian,AMR,American Ancestry
2175,HG03968,female,ITU,Telugu,SAS,South Asian Ancestry
2176,HG01702,female,IBS,Iberian,EUR,European Ancestry
2177,HG01707,female,IBS,Iberian,EUR,European Ancestry
2178,HG03886,female,STU,Tamil,SAS,South Asian Ancestry
2179,HG04060,male,ITU,Telugu,SAS,South Asian Ancestry
2180,HG01757,female,IBS,Iberian,EUR,European Ancestry
2181,HG03898,female,STU,Tamil,SAS,South Asian Ancestry
2182,HG04096,male,ITU,Telugu,SAS,South Asian Ancestry
2183,HG04015,male,ITU,Telugu,SAS,South Asian Ancestry
2184,HG01860,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2185,HG04022,male,ITU,Telugu,SAS,South Asian Ancestry
2186,HG01865,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2187,HG03824,male,BEB,Bengali,SAS,South Asian Ancestry
2188,HG04039,male,STU,Tamil,SAS,South Asian Ancestry
2189,HG01872,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2190,HG03829,female,BEB,Bengali,SAS,South Asian Ancestry
2191,HG03858,female,STU,Tamil,SAS,South Asian Ancestry
2192,HG02091,female,PEL,Peruvian,AMR,American Ancestry
2193,HG03872,male,ITU,Telugu,SAS,South Asian Ancestry
2194,HG02104,male,PEL,Peruvian,AMR,American Ancestry
2195,HG03836,female,STU,Tamil,SAS,South Asian Ancestry
2196,NA18536,male,CHB,Han Chinese,EAS,East Asian Ancestry
2197,HG02111,female,ACB,African Caribbean,AFR,African Ancestry
2198,HG03848,male,STU,Tamil,SAS,South Asian Ancestry
2199,NA18543,male,CHB,Han Chinese,EAS,East Asian Ancestry
2200,HG02116,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2201,NA18548,male,CHB,Han Chinese,EAS,East Asian Ancestry
2202,HG02128,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2203,HG03800,male,BEB,Bengali,SAS,South Asian Ancestry
2204,NA18550,female,CHB,Han Chinese,EAS,East Asian Ancestry
2205,HG02130,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2206,HG03805,female,BEB,Bengali,SAS,South Asian Ancestry
2207,NA18555,female,CHB,Han Chinese,EAS,East Asian Ancestry
2208,HG02135,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2209,HG03812,male,BEB,Bengali,SAS,South Asian Ancestry
2210,NA18562,male,CHB,Han Chinese,EAS,East Asian Ancestry
2211,HG02142,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2212,HG03817,female,BEB,Bengali,SAS,South Asian Ancestry
2213,NA18567,female,CHB,Han Chinese,EAS,East Asian Ancestry
2214,HG02147,female,PEL,Peruvian,AMR,American Ancestry
2215,HG03850,male,STU,Tamil,SAS,South Asian Ancestry
2216,NA18574,female,CHB,Han Chinese,EAS,East Asian Ancestry
2217,HG02154,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2218,HG03862,female,ITU,Telugu,SAS,South Asian Ancestry
2219,NA18579,female,CHB,Han Chinese,EAS,East Asian Ancestry
2220,HG02250,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2221,HG03867,male,ITU,Telugu,SAS,South Asian Ancestry
2222,NA18593,female,CHB,Han Chinese,EAS,East Asian Ancestry
2223,HG02255,male,ACB,African Caribbean,AFR,African Ancestry
2224,HG03874,female,ITU,Telugu,SAS,South Asian Ancestry
2225,NA18606,male,CHB,Han Chinese,EAS,East Asian Ancestry
2226,HG02262,male,PEL,Peruvian,AMR,American Ancestry
2227,HG03754,female,STU,Tamil,SAS,South Asian Ancestry
2228,NA18613,male,CHB,Han Chinese,EAS,East Asian Ancestry
2229,NA18618,female,CHB,Han Chinese,EAS,East Asian Ancestry
2230,HG02274,male,PEL,Peruvian,AMR,American Ancestry
2231,NA18620,male,CHB,Han Chinese,EAS,East Asian Ancestry
2232,HG02072,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2233,HG03913,female,BEB,Bengali,SAS,South Asian Ancestry
2234,NA18625,female,CHB,Han Chinese,EAS,East Asian Ancestry
2235,HG02077,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2236,HG03920,male,BEB,Bengali,SAS,South Asian Ancestry
2237,NA18632,male,CHB,Han Chinese,EAS,East Asian Ancestry
2238,HG02084,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2239,HG03925,female,BEB,Bengali,SAS,South Asian Ancestry
2240,NA18637,male,CHB,Han Chinese,EAS,East Asian Ancestry
2241,HG02089,female,PEL,Peruvian,AMR,American Ancestry
2242,HG03773,male,ITU,Telugu,SAS,South Asian Ancestry
2243,NA18644,female,CHB,Han Chinese,EAS,East Asian Ancestry
2244,HG01992,female,PEL,Peruvian,AMR,American Ancestry
2245,HG03778,male,ITU,Telugu,SAS,South Asian Ancestry
2246,NA18740,male,CHB,Han Chinese,EAS,East Asian Ancestry
2247,HG01997,female,PEL,Peruvian,AMR,American Ancestry
2248,HG03780,female,ITU,Telugu,SAS,South Asian Ancestry
2249,NA18745,male,CHB,Han Chinese,EAS,East Asian Ancestry
2250,HG02003,female,PEL,Peruvian,AMR,American Ancestry
2251,HG03785,male,ITU,Telugu,SAS,South Asian Ancestry
2252,NA18757,male,CHB,Han Chinese,EAS,East Asian Ancestry
2253,HG02008,male,PEL,Peruvian,AMR,American Ancestry
2254,HG03792,male,ITU,Telugu,SAS,South Asian Ancestry
2255,NA18795,female,CHB,Han Chinese,EAS,East Asian Ancestry
2256,HG02010,female,ACB,African Caribbean,AFR,African Ancestry
2257,HG03716,male,ITU,Telugu,SAS,South Asian Ancestry
2258,NA12343,female,CEU,CEPH,EUR,European Ancestry
2259,HG02046,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2260,NA12348,female,CEU,CEPH,EUR,European Ancestry
2261,HG02053,male,ACB,African Caribbean,AFR,African Ancestry
2262,HG03730,female,ITU,Telugu,SAS,South Asian Ancestry
2263,NA12386,female,CEU,CEPH,EUR,European Ancestry
2264,HG02058,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2265,HG03742,male,ITU,Telugu,SAS,South Asian Ancestry
2266,NA12413,male,CEU,CEPH,EUR,European Ancestry
2267,HG02060,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2268,NA06994,male,CEU,CEPH,EUR,European Ancestry
2269,NA12716,male,CEU,CEPH,EUR,European Ancestry
2270,NA07000,female,CEU,CEPH,EUR,European Ancestry
2271,NA12761,female,CEU,CEPH,EUR,European Ancestry
2272,HG02224,male,IBS,Iberian,EUR,European Ancestry
2273,NA07029,male,CEU,CEPH,EUR,European Ancestry
2274,NA12766,male,CEU,CEPH,EUR,European Ancestry
2275,HG02229,female,IBS,Iberian,EUR,European Ancestry
2276,NA07031,female,CEU,CEPH,EUR,European Ancestry
2277,NA12778,female,CEU,CEPH,EUR,European Ancestry
2278,HG02231,male,IBS,Iberian,EUR,European Ancestry
2279,NA07048,male,CEU,CEPH,EUR,European Ancestry
2280,NA12812,male,CEU,CEPH,EUR,European Ancestry
2281,HG02236,male,IBS,Iberian,EUR,European Ancestry
2282,NA07055,female,CEU,CEPH,EUR,European Ancestry
2283,NA12817,male,CEU,CEPH,EUR,European Ancestry
2284,HG02166,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2285,NA07346,female,CEU,CEPH,EUR,European Ancestry
2286,NA12829,male,CEU,CEPH,EUR,European Ancestry
2287,NA07435,male,CEU,CEPH,EUR,European Ancestry
2288,NA12843,female,CEU,CEPH,EUR,European Ancestry
2289,HG02178,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2290,NA10837,male,CEU,CEPH,EUR,European Ancestry
2291,NA12874,male,CEU,CEPH,EUR,European Ancestry
2292,HG02180,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2293,NA10851,male,CEU,CEPH,EUR,European Ancestry
2294,NA18485,male,YRI,Yoruba,AFR,African Ancestry
2295,HG02185,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2296,NA10856,male,CEU,CEPH,EUR,European Ancestry
2297,NA18497,male,YRI,Yoruba,AFR,African Ancestry
2298,HG02015,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2299,NA10863,female,CEU,CEPH,EUR,European Ancestry
2300,NA18500,male,YRI,Yoruba,AFR,African Ancestry
2301,HG02027,male,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2302,HG04182,male,BEB,Bengali,SAS,South Asian Ancestry
2303,NA18505,female,YRI,Yoruba,AFR,African Ancestry
2304,HG02445,male,ACB,African Caribbean,AFR,African Ancestry
2305,NA18517,female,YRI,Yoruba,AFR,African Ancestry
2306,HG02464,male,GWD,Gambian Mandinka,Gambian,AFR,African Ancestry,Africa (SGDP)
2307,HG04194,male,BEB,Bengali,SAS,South Asian Ancestry
2308,NA18531,female,CHB,Han Chinese,EAS,East Asian Ancestry
2309,HG02471,female,ACB,African Caribbean,AFR,African Ancestry
2310,NA11840,female,CEU,CEPH,EUR,European Ancestry
2311,HG02476,female,ACB,African Caribbean,AFR,African Ancestry
2312,HG04202,female,ITU,Telugu,SAS,South Asian Ancestry
2313,NA12045,male,CEU,CEPH,EUR,European Ancestry
2314,HG02279,male,PEL,Peruvian,AMR,American Ancestry
2315,NA12057,female,CEU,CEPH,EUR,European Ancestry
2316,HG02281,male,ACB,African Caribbean,AFR,African Ancestry
2317,NA12146,male,CEU,CEPH,EUR,European Ancestry
2318,HG02286,female,PEL,Peruvian,AMR,American Ancestry
2319,HG04062,female,ITU,Telugu,SAS,South Asian Ancestry
2320,NA12273,female,CEU,CEPH,EUR,European Ancestry
2321,HG02293,female,PEL,Peruvian,AMR,American Ancestry
2322,NA12329,female,CEU,CEPH,EUR,European Ancestry
2323,HG02298,female,PEL,Peruvian,AMR,American Ancestry
2324,HG04093,male,ITU,Telugu,SAS,South Asian Ancestry
2325,NA12336,female,CEU,CEPH,EUR,European Ancestry
2326,HG02301,female,PEL,Peruvian,AMR,American Ancestry
2327,HG04098,male,ITU,Telugu,SAS,South Asian Ancestry
2328,HG04212,female,ITU,Telugu,SAS,South Asian Ancestry
2329,HG04106,female,STU,Tamil,SAS,South Asian Ancestry
2330,HG02351,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2331,HG04118,female,ITU,Telugu,SAS,South Asian Ancestry
2332,HG04229,male,STU,Tamil,SAS,South Asian Ancestry
2333,HG02356,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2334,HG02363,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2335,HG04144,female,BEB,Bengali,SAS,South Asian Ancestry
2336,NA06985,female,CEU,CEPH,EUR,European Ancestry
2337,HG02375,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2338,HG04017,male,ITU,Telugu,SAS,South Asian Ancestry
2339,NA10835,male,CEU,CEPH,EUR,European Ancestry
2340,HG02522,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2341,NA10842,male,CEU,CEPH,EUR,European Ancestry
2342,HG02541,male,ACB,African Caribbean,AFR,African Ancestry
2343,HG04029,female,STU,Tamil,SAS,South Asian Ancestry
2344,NA10847,female,CEU,CEPH,EUR,European Ancestry
2345,HG02546,female,ACB,African Caribbean,AFR,African Ancestry
2346,NA10854,female,CEU,CEPH,EUR,European Ancestry
2347,HG02558,female,ACB,African Caribbean,AFR,African Ancestry
2348,NA10859,female,CEU,CEPH,EUR,European Ancestry
2349,HG02490,male,PJL,Punjabi,SAS,South Asian Ancestry
2350,NA10861,female,CEU,CEPH,EUR,European Ancestry
2351,HG04156,female,BEB,Bengali,SAS,South Asian Ancestry
2352,NA06997,female,CEU,CEPH,EUR,European Ancestry
2353,HG02508,female,ACB,African Caribbean,AFR,African Ancestry
2354,NA07022,male,CEU,CEPH,EUR,European Ancestry
2355,HG02399,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2356,HG04214,female,ITU,Telugu,SAS,South Asian Ancestry
2357,NA07034,male,CEU,CEPH,EUR,European Ancestry
2358,HG02402,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2359,HG04219,male,ITU,Telugu,SAS,South Asian Ancestry
2360,NA07349,male,CEU,CEPH,EUR,European Ancestry
2361,HG02407,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2362,HG04238,male,ITU,Telugu,SAS,South Asian Ancestry
2363,NA10830,male,CEU,CEPH,EUR,European Ancestry
2364,HG02419,female,ACB,African Caribbean,AFR,African Ancestry
2365,HG04185,male,BEB,Bengali,SAS,South Asian Ancestry
2366,HG02433,male,ACB,African Caribbean,AFR,African Ancestry
2367,HG03999,male,STU,Tamil,SAS,South Asian Ancestry
2368,HG02577,female,ACB,African Caribbean,AFR,African Ancestry
2369,NA18533,female,CHB,Han Chinese,EAS,East Asian Ancestry
2370,HG04200,female,ITU,Telugu,SAS,South Asian Ancestry
2371,NA18538,female,CHB,Han Chinese,EAS,East Asian Ancestry
2372,HG04159,female,BEB,Bengali,SAS,South Asian Ancestry
2373,HG02318,female,ACB,African Caribbean,AFR,African Ancestry
2374,NA18545,female,CHB,Han Chinese,EAS,East Asian Ancestry
2375,HG04161,male,BEB,Bengali,SAS,South Asian Ancestry
2376,HG02325,female,ACB,African Caribbean,AFR,African Ancestry
2377,NA18552,female,CHB,Han Chinese,EAS,East Asian Ancestry
2378,HG04173,male,BEB,Bengali,SAS,South Asian Ancestry
2379,HG02332,male,ACB,African Caribbean,AFR,African Ancestry
2380,NA18557,male,CHB,Han Chinese,EAS,East Asian Ancestry
2381,HG04180,female,BEB,Bengali,SAS,South Asian Ancestry
2382,HG02337,female,ACB,African Caribbean,AFR,African Ancestry
2383,NA18564,female,CHB,Han Chinese,EAS,East Asian Ancestry
2384,NA18916,female,YRI,Yoruba,AFR,African Ancestry
2385,HG02382,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2386,NA18571,female,CHB,Han Chinese,EAS,East Asian Ancestry
2387,NA18923,male,YRI,Yoruba,AFR,African Ancestry
2388,HG02387,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2389,NA18576,female,CHB,Han Chinese,EAS,East Asian Ancestry
2390,NA18930,female,YRI,Yoruba,AFR,African Ancestry
2391,HG02394,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2392,NA18595,female,CHB,Han Chinese,EAS,East Asian Ancestry
2393,NA18935,male,YRI,Yoruba,AFR,African Ancestry
2394,HG02724,male,PJL,Punjabi,Punjabi,SAS,South Asia (SGDP),South Asian Ancestry
2395,NA18603,male,CHB,Han Chinese,EAS,East Asian Ancestry
2396,NA18942,female,JPT,Japanese,EAS,East Asian Ancestry
2397,HG02729,male,PJL,Punjabi,SAS,South Asian Ancestry
2398,NA18608,male,CHB,Han Chinese,EAS,East Asian Ancestry
2399,NA18947,female,JPT,Japanese,EAS,East Asian Ancestry
2400,HG02731,female,PJL,Punjabi,SAS,South Asian Ancestry
2401,NA18610,female,CHB,Han Chinese,EAS,East Asian Ancestry
2402,NA18954,female,JPT,Japanese,EAS,East Asian Ancestry
2403,HG02736,male,PJL,Punjabi,SAS,South Asian Ancestry
2404,NA18615,female,CHB,Han Chinese,EAS,East Asian Ancestry
2405,NA18959,male,JPT,Japanese,EAS,East Asian Ancestry
2406,HG02661,female,PJL,Punjabi,SAS,South Asian Ancestry
2407,NA18622,male,CHB,Han Chinese,EAS,East Asian Ancestry
2408,NA18961,male,JPT,Japanese,EAS,East Asian Ancestry
2409,HG02666,male,GWD,Gambian Mandinka,AFR,African Ancestry
2410,NA18627,female,CHB,Han Chinese,EAS,East Asian Ancestry
2411,NA18966,male,JPT,Japanese,EAS,East Asian Ancestry
2412,HG02678,male,GWD,Gambian Mandinka,AFR,African Ancestry
2413,NA18634,female,CHB,Han Chinese,EAS,East Asian Ancestry
2414,NA18973,female,JPT,Japanese,EAS,East Asian Ancestry
2415,NA18639,male,CHB,Han Chinese,EAS,East Asian Ancestry
2416,NA18978,female,JPT,Japanese,EAS,East Asian Ancestry
2417,HG02685,female,PJL,Punjabi,SAS,South Asian Ancestry
2418,NA18641,female,CHB,Han Chinese,EAS,East Asian Ancestry
2419,NA18980,female,JPT,Japanese,EAS,East Asian Ancestry
2420,NA18646,female,CHB,Han Chinese,EAS,East Asian Ancestry
2421,NA18985,male,JPT,Japanese,EAS,East Asian Ancestry
2422,HG02774,male,PJL,Punjabi,SAS,South Asian Ancestry
2423,NA18747,male,CHB,Han Chinese,EAS,East Asian Ancestry
2424,NA18992,female,JPT,Japanese,EAS,East Asian Ancestry
2425,NA11830,female,CEU,CEPH,EUR,European Ancestry
2426,NA19438,female,LWK,Luhya,AFR,African Ancestry
2427,NA11892,female,CEU,CEPH,EUR,European Ancestry
2428,NA19440,female,LWK,Luhya,AFR,African Ancestry
2429,HG02786,male,PJL,Punjabi,SAS,South Asian Ancestry
2430,NA11917,male,CEU,CEPH,EUR,European Ancestry
2431,NA19445,female,LWK,Luhya,AFR,African Ancestry
2432,NA11931,female,CEU,CEPH,EUR,European Ancestry
2433,NA19452,male,LWK,Luhya,AFR,African Ancestry
2434,HG02697,female,PJL,Punjabi,SAS,South Asian Ancestry
2435,NA11993,female,CEU,CEPH,EUR,European Ancestry
2436,NA19457,female,LWK,Luhya,AFR,African Ancestry
2437,HG02700,female,PJL,Punjabi,SAS,South Asian Ancestry
2438,NA12004,female,CEU,CEPH,EUR,European Ancestry
2439,NA19469,female,LWK,Luhya,AFR,African Ancestry
2440,NA12155,male,CEU,CEPH,EUR,European Ancestry
2441,NA19471,female,LWK,Luhya,AFR,African Ancestry
2442,HG02589,female,GWD,Gambian Mandinka,AFR,African Ancestry
2443,NA12249,female,CEU,CEPH,EUR,European Ancestry
2444,NA19654,female,MXL,Mexican Ancestry,AMR,American Ancestry
2445,NA12275,female,CEU,CEPH,EUR,European Ancestry
2446,NA19659,female,MXL,Mexican Ancestry,AMR,American Ancestry
2447,HG02604,female,PJL,Punjabi,SAS,South Asian Ancestry
2448,NA12282,male,CEU,CEPH,EUR,European Ancestry
2449,NA19661,male,MXL,Mexican Ancestry,AMR,American Ancestry
2450,HG02611,female,GWD,Gambian Mandinka,AFR,African Ancestry
2451,NA12287,female,CEU,CEPH,EUR,European Ancestry
2452,NA19072,male,JPT,Japanese,EAS,East Asian Ancestry
2453,HG02623,male,GWD,Gambian Mandinka,AFR,African Ancestry
2454,NA12340,male,CEU,CEPH,EUR,European Ancestry
2455,NA19077,female,JPT,Japanese,EAS,East Asian Ancestry
2456,HG02628,male,GWD,Gambian Mandinka,AFR,African Ancestry
2457,NA12864,male,CEU,CEPH,EUR,European Ancestry
2458,NA19084,female,JPT,Japanese,EAS,East Asian Ancestry
2459,NA12890,female,CEU,CEPH,EUR,European Ancestry
2460,NA19089,male,JPT,Japanese,EAS,East Asian Ancestry
2461,HG02635,female,GWD,Gambian Mandinka,AFR,African Ancestry
2462,NA18487,male,YRI,Yoruba,AFR,African Ancestry
2463,NA19091,male,JPT,Japanese,EAS,East Asian Ancestry
2464,HG02642,male,GWD,Gambian Mandinka,AFR,African Ancestry
2465,NA18499,female,YRI,Yoruba,AFR,African Ancestry
2466,NA19096,male,YRI,Yoruba,AFR,African Ancestry
2467,HG02813,male,GWD,Gambian Mandinka,AFR,African Ancestry
2468,NA18502,female,YRI,Yoruba,AFR,African Ancestry
2469,NA19104,male,YRI,Yoruba,AFR,African Ancestry
2470,NA18507,male,YRI,Yoruba,AFR,African Ancestry
2471,NA19109,female,YRI,Yoruba,AFR,African Ancestry
2472,HG02820,female,GWD,Gambian Mandinka,AFR,African Ancestry
2473,NA18519,male,YRI,Yoruba,AFR,African Ancestry
2474,NA19116,female,YRI,Yoruba,AFR,African Ancestry
2475,HG02837,female,GWD,Gambian Mandinka,AFR,African Ancestry
2476,NA18521,male,YRI,Yoruba,AFR,African Ancestry
2477,NA19123,male,YRI,Yoruba,AFR,African Ancestry
2478,NA18526,female,CHB,Han Chinese,EAS,East Asian Ancestry
2479,NA19128,male,YRI,Yoruba,AFR,African Ancestry
2480,HG02654,male,PJL,Punjabi,SAS,South Asian Ancestry
2481,NA12376,female,CEU,CEPH,EUR,European Ancestry
2482,NA19130,male,YRI,Yoruba,AFR,African Ancestry
2483,HG02659,female,PJL,Punjabi,SAS,South Asian Ancestry
2484,NA12383,female,CEU,CEPH,EUR,European Ancestry
2485,NA19142,male,YRI,Yoruba,AFR,African Ancestry
2486,HG02793,female,PJL,Punjabi,SAS,South Asian Ancestry
2487,NA12489,female,CEU,CEPH,EUR,European Ancestry
2488,NA19147,female,YRI,Yoruba,AFR,African Ancestry
2489,HG02798,male,GWD,Gambian Mandinka,AFR,African Ancestry
2490,NA12718,female,CEU,CEPH,EUR,European Ancestry
2491,NA19154,male,YRI,Yoruba,AFR,African Ancestry
2492,NA12749,female,CEU,CEPH,EUR,European Ancestry
2493,NA19159,female,YRI,Yoruba,AFR,African Ancestry
2494,HG02983,female,GWD,Gambian Mandinka,AFR,African Ancestry
2495,NA12751,female,CEU,CEPH,EUR,European Ancestry
2496,NA19161,male,YRI,Yoruba,AFR,African Ancestry
2497,HG03006,male,BEB,Bengali,Bengali,SAS,South Asia (SGDP),South Asian Ancestry
2498,NA12763,female,CEU,CEPH,EUR,European Ancestry
2499,NA19166,female,YRI,Yoruba,AFR,African Ancestry
2500,HG03018,male,PJL,Punjabi,SAS,South Asian Ancestry
2501,NA12775,male,CEU,CEPH,EUR,European Ancestry
2502,NA19173,male,YRI,Yoruba,AFR,African Ancestry
2503,HG03025,female,GWD,Gambian Mandinka,AFR,African Ancestry
2504,NA12802,female,CEU,CEPH,EUR,European Ancestry
2505,NA19185,female,YRI,Yoruba,AFR,African Ancestry
2506,NA12814,male,CEU,CEPH,EUR,European Ancestry
2507,NA19678,female,MXL,Mexican Ancestry,AMR,American Ancestry
2508,HG03157,male,ESN,Esan,AFR,African Ancestry
2509,NA18913,male,YRI,Yoruba,AFR,African Ancestry
2510,NA19680,female,MXL,Mexican Ancestry,AMR,American Ancestry
2511,NA18925,male,YRI,Yoruba,AFR,African Ancestry
2512,NA19685,male,MXL,Mexican Ancestry,AMR,American Ancestry
2513,HG03169,male,ESN,Esan,AFR,African Ancestry
2514,NA18944,male,JPT,Japanese,EAS,East Asian Ancestry
2515,NA19700,male,ASW,African Ancestry SW,AFR,African Ancestry
2516,HG03171,female,ESN,Esan,AFR,African Ancestry
2517,NA18949,female,JPT,Japanese,EAS,East Asian Ancestry
2518,NA19705,male,ASW,African Ancestry SW,AFR,African Ancestry
2519,NA18951,female,JPT,Japanese,EAS,East Asian Ancestry
2520,NA19712,female,ASW,African Ancestry SW,AFR,African Ancestry
2521,HG03190,male,ESN,Esan,AFR,African Ancestry
2522,NA18956,female,JPT,Japanese,EAS,East Asian Ancestry
2523,NA19717,male,MXL,Mexican Ancestry,AMR,American Ancestry
2524,HG02851,male,GWD,Gambian Mandinka,AFR,African Ancestry
2525,NA18963,female,JPT,Japanese,EAS,East Asian Ancestry
2526,NA19724,male,MXL,Mexican Ancestry,AMR,American Ancestry
2527,NA18968,female,JPT,Japanese,EAS,East Asian Ancestry
2528,NA19729,male,MXL,Mexican Ancestry,AMR,American Ancestry
2529,HG02870,female,GWD,Gambian Mandinka,AFR,African Ancestry
2530,NA18970,male,JPT,Japanese,EAS,East Asian Ancestry
2531,NA18853,male,YRI,Yoruba,AFR,African Ancestry
2532,HG02882,female,GWD,Gambian Mandinka,AFR,African Ancestry
2533,NA18975,female,JPT,Japanese,EAS,East Asian Ancestry
2534,NA18858,female,YRI,Yoruba,AFR,African Ancestry
2535,HG02887,male,GWD,Gambian Mandinka,AFR,African Ancestry
2536,NA18982,male,JPT,Japanese,EAS,East Asian Ancestry
2537,NA18860,male,YRI,Yoruba,AFR,African Ancestry
2538,HG02952,female,ESN,Esan,AFR,African Ancestry
2539,NA18987,female,JPT,Japanese,EAS,East Asian Ancestry
2540,NA18865,male,YRI,Yoruba,AFR,African Ancestry
2541,NA18994,male,JPT,Japanese,EAS,East Asian Ancestry
2542,NA18872,male,YRI,Yoruba,AFR,African Ancestry
2543,NA18999,female,JPT,Japanese,EAS,East Asian Ancestry
2544,NA18877,male,YRI,Yoruba,AFR,African Ancestry
2545,HG02971,male,ESN,Esan,AFR,African Ancestry
2546,NA19000,male,JPT,Japanese,EAS,East Asian Ancestry
2547,NA18909,female,YRI,Yoruba,AFR,African Ancestry
2548,HG02976,female,ESN,Esan,AFR,African Ancestry
2549,NA19005,male,JPT,Japanese,EAS,East Asian Ancestry
2550,NA18911,male,YRI,Yoruba,AFR,African Ancestry
2551,NA19012,male,JPT,Japanese,EAS,East Asian Ancestry
2552,NA18997,female,JPT,Japanese,EAS,East Asian Ancestry
2553,HG03121,female,ESN,Esan,AFR,African Ancestry
2554,NA19017,female,LWK,Luhya,AFR,African Ancestry
2555,NA19003,female,JPT,Japanese,EAS,East Asian Ancestry
2556,HG03126,female,ESN,Esan,AFR,African Ancestry
2557,NA19024,female,LWK,Luhya,AFR,African Ancestry
2558,NA19010,female,JPT,Japanese,EAS,East Asian Ancestry
2559,HG03133,male,ESN,Esan,AFR,African Ancestry
2560,NA19031,male,LWK,Luhya,AFR,African Ancestry
2561,NA19027,male,LWK,Luhya,AFR,African Ancestry
2562,HG03049,female,GWD,Gambian Mandinka,AFR,African Ancestry
2563,NA19036,female,LWK,Luhya,AFR,African Ancestry
2564,NA19041,male,LWK,Luhya,AFR,African Ancestry
2565,NA19043,male,LWK,Luhya,AFR,African Ancestry
2566,NA19046,male,LWK,Luhya,AFR,African Ancestry
2567,HG03099,female,ESN,Esan,AFR,African Ancestry
2568,NA19055,male,JPT,Japanese,EAS,East Asian Ancestry
2569,NA19058,male,JPT,Japanese,EAS,East Asian Ancestry
2570,NA19062,male,JPT,Japanese,EAS,East Asian Ancestry
2571,NA19060,male,JPT,Japanese,EAS,East Asian Ancestry
2572,HG03114,female,ESN,Esan,AFR,African Ancestry
2573,NA19067,male,JPT,Japanese,EAS,East Asian Ancestry
2574,NA19065,female,JPT,Japanese,EAS,East Asian Ancestry
2575,HG02938,male,ESN,Esan,AFR,African Ancestry
2576,NA19074,female,JPT,Japanese,EAS,East Asian Ancestry
2577,NA19313,female,LWK,Luhya,AFR,African Ancestry
2578,NA19079,male,JPT,Japanese,EAS,East Asian Ancestry
2579,NA19318,male,LWK,Luhya,AFR,African Ancestry
2580,HG03063,male,MSL,Mende,AFR,African Ancestry
2581,NA19081,female,JPT,Japanese,EAS,East Asian Ancestry
2582,NA19320,female,LWK,Luhya,AFR,African Ancestry
2583,HG03082,female,MSL,Mende,AFR,African Ancestry
2584,NA19086,male,JPT,Japanese,EAS,East Asian Ancestry
2585,NA19332,female,LWK,Luhya,AFR,African Ancestry
2586,HG03239,female,PJL,Punjabi,SAS,South Asian Ancestry
2587,NA19093,female,YRI,Yoruba,AFR,African Ancestry
2588,NA19351,female,LWK,Luhya,AFR,African Ancestry
2589,HG03241,female,GWD,Gambian Mandinka,AFR,African Ancestry
2590,NA19098,male,YRI,Yoruba,AFR,African Ancestry
2591,NA19375,male,LWK,Luhya,AFR,African Ancestry
2592,HG03246,male,GWD,Gambian Mandinka,AFR,African Ancestry
2593,NA19101,male,YRI,Yoruba,AFR,African Ancestry
2594,NA19382,male,LWK,Luhya,AFR,African Ancestry
2595,HG03258,male,GWD,Gambian Mandinka,AFR,African Ancestry
2596,NA19113,male,YRI,Yoruba,AFR,African Ancestry
