,sample,sex,pop,pop_name,superpop,superpop_name
878,NA18560,female,CHB,Han Chinese,EAS,East Asian Ancestry
879,NA18991,female,JPT,Japanese,EAS,East Asian Ancestry
880,NA18565,female,CHB,Han Chinese,EAS,East Asian Ancestry
881,NA19127,female,YRI,Yoruba,AFR,African Ancestry
882,NA18572,male,CHB,Han Chinese,EAS,East Asian Ancestry
883,NA19139,male,YRI,Yoruba,AFR,African Ancestry
884,NA18577,female,CHB,Han Chinese,EAS,East Asian Ancestry
885,NA19141,male,YRI,Yoruba,AFR,African Ancestry
886,NA18591,female,CHB,Han Chinese,EAS,East Asian Ancestry
887,NA19146,male,YRI,Yoruba,AFR,African Ancestry
888,NA18596,female,CHB,Han Chinese,EAS,East Asian Ancestry
889,NA19153,male,YRI,Yoruba,AFR,African Ancestry
890,NA18609,male,CHB,Han Chinese,EAS,East Asian Ancestry
891,NA19160,male,YRI,Yoruba,AFR,African Ancestry
892,NA18611,male,CHB,Han Chinese,EAS,East Asian Ancestry
893,NA19172,female,YRI,Yoruba,AFR,African Ancestry
894,NA18616,female,CHB,Han Chinese,EAS,East Asian Ancestry
895,NA19177,male,YRI,Yoruba,AFR,African Ancestry
896,NA18623,male,CHB,Han Chinese,EAS,East Asian Ancestry
897,NA19184,male,YRI,Yoruba,AFR,African Ancestry
898,NA18628,female,CHB,Han Chinese,EAS,East Asian Ancestry
899,NA19189,male,YRI,Yoruba,AFR,African Ancestry
900,NA18630,female,CHB,Han Chinese,EAS,East Asian Ancestry
901,NA19191,male,YRI,Yoruba,AFR,African Ancestry
902,NA18635,male,CHB,Han Chinese,EAS,East Asian Ancestry
903,NA19312,male,LWK,Luhya,AFR,African Ancestry
904,NA18642,female,CHB,Han Chinese,EAS,East Asian Ancestry
905,NA19317,male,LWK,Luhya,AFR,African Ancestry
906,NA18647,male,CHB,Han Chinese,EAS,East Asian Ancestry
907,NA19324,female,LWK,Luhya,AFR,African Ancestry
908,NA18748,male,CHB,Han Chinese,EAS,East Asian Ancestry
909,NA19331,male,LWK,Luhya,AFR,African Ancestry
910,NA10864,female,CEU,CEPH,EUR,European Ancestry
911,NA19350,male,LWK,Luhya,AFR,African Ancestry
912,NA11829,male,CEU,CEPH,EUR,European Ancestry
913,NA19355,female,LWK,Luhya,AFR,African Ancestry
914,NA11831,male,CEU,CEPH,EUR,European Ancestry
915,NA19374,male,LWK,Luhya,AFR,African Ancestry
916,NA11843,male,CEU,CEPH,EUR,European Ancestry
917,NA19379,female,LWK,Luhya,AFR,African Ancestry
918,NA11881,male,CEU,CEPH,EUR,European Ancestry
919,NA19381,female,LWK,Luhya,AFR,African Ancestry
920,NA11893,male,CEU,CEPH,EUR,European Ancestry
921,NA19393,male,LWK,Luhya,AFR,African Ancestry
922,NA11918,female,CEU,CEPH,EUR,European Ancestry
923,NA19398,female,LWK,Luhya,AFR,African Ancestry
924,NA11920,female,CEU,CEPH,EUR,European Ancestry
925,NA19401,female,LWK,Luhya,AFR,African Ancestry
926,NA11932,male,CEU,CEPH,EUR,European Ancestry
927,NA19076,male,JPT,Japanese,EAS,East Asian Ancestry
928,NA11994,male,CEU,CEPH,EUR,European Ancestry
929,NA19083,male,JPT,Japanese,EAS,East Asian Ancestry
930,NA12005,male,CEU,CEPH,EUR,European Ancestry
931,NA19088,male,JPT,Japanese,EAS,East Asian Ancestry
932,NA12043,male,CEU,CEPH,EUR,European Ancestry
933,NA19090,female,JPT,Japanese,EAS,East Asian Ancestry
934,NA12144,male,CEU,CEPH,EUR,European Ancestry
935,NA19095,female,YRI,Yoruba,AFR,African Ancestry
936,NA12156,female,CEU,CEPH,EUR,European Ancestry
937,NA19103,male,YRI,Yoruba,AFR,African Ancestry
938,NA12264,male,CEU,CEPH,EUR,European Ancestry
939,NA19108,female,YRI,Yoruba,AFR,African Ancestry
940,NA12283,female,CEU,CEPH,EUR,European Ancestry
941,NA19115,female,YRI,Yoruba,AFR,African Ancestry
942,NA12341,female,CEU,CEPH,EUR,European Ancestry
943,NA19122,female,YRI,Yoruba,AFR,African Ancestry
944,NA12865,female,CEU,CEPH,EUR,European Ancestry
945,NA19196,female,YRI,Yoruba,AFR,African Ancestry
946,NA12872,male,CEU,CEPH,EUR,European Ancestry
947,NA19204,female,YRI,Yoruba,AFR,African Ancestry
948,NA12877,male,CEU,CEPH,EUR,European Ancestry
949,NA19209,female,YRI,Yoruba,AFR,African Ancestry
950,NA12889,male,CEU,CEPH,EUR,European Ancestry
951,NA19211,male,YRI,Yoruba,AFR,African Ancestry
952,NA12891,male,CEU,CEPH,EUR,European Ancestry
953,NA19223,male,YRI,Yoruba,AFR,African Ancestry
954,NA18488,female,YRI,Yoruba,AFR,African Ancestry
955,NA19235,female,YRI,Yoruba,AFR,African Ancestry
956,NA18503,male,YRI,Yoruba,AFR,African Ancestry
957,NA19247,female,YRI,Yoruba,AFR,African Ancestry
958,NA18508,female,YRI,Yoruba,AFR,African Ancestry
959,NA19254,female,YRI,Yoruba,AFR,African Ancestry
960,NA18510,male,YRI,Yoruba,AFR,African Ancestry
961,NA18852,female,YRI,Yoruba,AFR,African Ancestry
962,NA18515,male,YRI,Yoruba,AFR,African Ancestry
963,NA18857,male,YRI,Yoruba,AFR,African Ancestry
964,NA18522,male,YRI,Yoruba,AFR,African Ancestry
965,NA18864,female,YRI,Yoruba,AFR,African Ancestry
966,NA18527,female,CHB,Han Chinese,EAS,East Asian Ancestry
967,NA18869,male,YRI,Yoruba,AFR,African Ancestry
968,NA12485,male,CEU,CEPH,EUR,European Ancestry
969,NA18871,male,YRI,Yoruba,AFR,African Ancestry
970,NA12707,male,CEU,CEPH,EUR,European Ancestry
971,NA18876,female,YRI,Yoruba,AFR,African Ancestry
972,NA12740,female,CEU,CEPH,EUR,European Ancestry
973,NA18908,male,YRI,Yoruba,AFR,African Ancestry
974,NA12752,male,CEU,CEPH,EUR,European Ancestry
975,NA18910,male,YRI,Yoruba,AFR,African Ancestry
976,NA12776,female,CEU,CEPH,EUR,European Ancestry
977,NA19002,female,JPT,Japanese,EAS,East Asian Ancestry
978,NA12815,female,CEU,CEPH,EUR,European Ancestry
979,NA19007,male,JPT,Japanese,EAS,East Asian Ancestry
980,NA12827,male,CEU,CEPH,EUR,European Ancestry
981,NA19019,female,LWK,Luhya,AFR,African Ancestry
982,NA18856,male,YRI,Yoruba,AFR,African Ancestry
983,NA19026,male,LWK,Luhya,AFR,African Ancestry
984,NA18863,male,YRI,Yoruba,AFR,African Ancestry
985,NA19038,female,LWK,Luhya,AFR,African Ancestry
986,NA18868,male,YRI,Yoruba,AFR,African Ancestry
987,NA19057,female,JPT,Japanese,EAS,East Asian Ancestry
988,NA18870,female,YRI,Yoruba,AFR,African Ancestry
989,NA19064,female,JPT,Japanese,EAS,East Asian Ancestry
990,NA18875,female,YRI,Yoruba,AFR,African Ancestry
991,NA19432,female,LWK,Luhya,AFR,African Ancestry
992,NA18907,female,YRI,Yoruba,AFR,African Ancestry
993,NA19437,female,LWK,Luhya,AFR,African Ancestry
994,NA06995,male,CEU,CEPH,EUR,European Ancestry
995,NA19444,male,LWK,Luhya,AFR,African Ancestry
996,NA07037,female,CEU,CEPH,EUR,European Ancestry
997,NA19449,female,LWK,Luhya,AFR,African Ancestry
998,NA07051,male,CEU,CEPH,EUR,European Ancestry
999,NA19451,male,LWK,Luhya,AFR,African Ancestry
1000,NA07056,female,CEU,CEPH,EUR,European Ancestry
1001,NA19456,female,LWK,Luhya,AFR,African Ancestry
1002,NA07347,male,CEU,CEPH,EUR,European Ancestry
1003,NA19463,female,LWK,Luhya,AFR,African Ancestry
1004,HG04210,male,STU,Tamil,SAS,South Asian Ancestry
1005,NA19468,female,LWK,Luhya,AFR,African Ancestry
1006,NA19470,female,LWK,Luhya,AFR,African Ancestry
1007,HG04222,male,ITU,Telugu,SAS,South Asian Ancestry
1008,NA19475,female,LWK,Luhya,AFR,African Ancestry
1009,HG04227,female,STU,Tamil,SAS,South Asian Ancestry
1010,NA19653,female,MXL,Mexican Ancestry,AMR,American Ancestry
1011,HG04239,male,ITU,Telugu,SAS,South Asian Ancestry
1012,NA19658,male,MXL,Mexican Ancestry,AMR,American Ancestry
1013,NA10838,male,CEU,CEPH,EUR,European Ancestry
1014,NA19660,female,MXL,Mexican Ancestry,AMR,American Ancestry
1015,NA10840,female,CEU,CEPH,EUR,European Ancestry
1016,NA19665,female,MXL,Mexican Ancestry,AMR,American Ancestry
1017,NA10845,male,CEU,CEPH,EUR,European Ancestry
1018,NA20504,female,TSI,Toscani,EUR,European Ancestry
1019,NA10852,female,CEU,CEPH,EUR,European Ancestry
1020,NA20509,male,TSI,Toscani,EUR,European Ancestry
1021,NA10857,male,CEU,CEPH,EUR,European Ancestry
1022,NA20511,male,TSI,Toscani,EUR,European Ancestry
1023,HG04183,female,BEB,Bengali,SAS,South Asian Ancestry
1024,NA20516,male,TSI,Toscani,EUR,European Ancestry
1025,HG04188,male,BEB,Bengali,SAS,South Asian Ancestry
1026,NA20528,male,TSI,Toscani,EUR,European Ancestry
1027,HG04195,female,BEB,Bengali,SAS,South Asian Ancestry
1028,NA20530,female,TSI,Toscani,EUR,European Ancestry
1029,NA20535,female,TSI,Toscani,EUR,European Ancestry
1030,NA18914,male,YRI,Yoruba,AFR,African Ancestry
1031,NA20542,female,TSI,Toscani,EUR,European Ancestry
1032,NA18933,female,YRI,Yoruba,AFR,African Ancestry
1033,NA20585,female,TSI,Toscani,EUR,European Ancestry
1034,NA18940,male,JPT,Japanese,Japanese,EAS,East Asia (SGDP),East Asian Ancestry
1035,NA20756,female,TSI,Toscani,EUR,European Ancestry
1036,NA18945,male,JPT,Japanese,EAS,East Asian Ancestry
1037,NA20763,male,TSI,Toscani,EUR,European Ancestry
1038,NA18952,male,JPT,Japanese,EAS,East Asian Ancestry
1039,NA20768,female,TSI,Toscani,EUR,European Ancestry
1040,NA18957,female,JPT,Japanese,EAS,East Asian Ancestry
1041,NA20770,male,TSI,Toscani,EUR,European Ancestry
1042,NA18964,female,JPT,Japanese,EAS,East Asian Ancestry
1043,NA20775,female,TSI,Toscani,EUR,European Ancestry
1044,NA18969,female,JPT,Japanese,EAS,East Asian Ancestry
1045,NA20787,male,TSI,Toscani,EUR,European Ancestry
1046,NA18971,male,JPT,Japanese,EAS,East Asian Ancestry
1047,NA20799,female,TSI,Toscani,EUR,European Ancestry
1048,NA18976,female,JPT,Japanese,EAS,East Asian Ancestry
1049,NA20802,female,TSI,Toscani,EUR,European Ancestry
1050,NA18983,male,JPT,Japanese,EAS,East Asian Ancestry
1051,NA20807,female,TSI,Toscani,EUR,European Ancestry
1052,NA18988,male,JPT,Japanese,EAS,East Asian Ancestry
1053,NA20814,male,TSI,Toscani,EUR,European Ancestry
1054,NA18990,male,JPT,Japanese,EAS,East Asian Ancestry
1055,NA20819,female,TSI,Toscani,EUR,European Ancestry
1056,NA18995,male,JPT,Japanese,EAS,East Asian Ancestry
1057,NA20821,female,TSI,Toscani,EUR,European Ancestry
1058,NA19203,male,YRI,Yoruba,AFR,African Ancestry
1059,NA20826,female,TSI,Toscani,EUR,European Ancestry
1060,NA19208,male,YRI,Yoruba,AFR,African Ancestry
1061,NA20845,male,GIH,Gujarati,SAS,South Asian Ancestry
1062,NA19210,male,YRI,Yoruba,AFR,African Ancestry
1063,NA20852,male,GIH,Gujarati,SAS,South Asian Ancestry
1064,NA19215,female,YRI,Yoruba,AFR,African Ancestry
1065,NA19730,female,MXL,Mexican Ancestry,AMR,American Ancestry
1066,NA19222,female,YRI,Yoruba,AFR,African Ancestry
1067,NA19735,male,MXL,Mexican Ancestry,AMR,American Ancestry
1068,NA19239,male,YRI,Yoruba,AFR,African Ancestry
1069,NA19742,male,MXL,Mexican Ancestry,AMR,American Ancestry
1070,NA19258,male,YRI,Yoruba,AFR,African Ancestry
1071,NA19747,male,MXL,Mexican Ancestry,AMR,American Ancestry
1072,NA19309,male,LWK,Luhya,AFR,African Ancestry
1073,NA19070,male,JPT,Japanese,EAS,East Asian Ancestry
1074,NA19759,male,MXL,Mexican Ancestry,AMR,American Ancestry
1075,NA19075,male,JPT,Japanese,EAS,East Asian Ancestry
1076,NA19761,female,MXL,Mexican Ancestry,AMR,American Ancestry
1077,NA19082,male,JPT,Japanese,EAS,East Asian Ancestry
1078,NA19766,female,MXL,Mexican Ancestry,AMR,American Ancestry
1079,NA19087,female,JPT,Japanese,EAS,East Asian Ancestry
1080,NA19773,female,MXL,Mexican Ancestry,AMR,American Ancestry
1081,NA19094,female,YRI,Yoruba,AFR,African Ancestry
1082,NA19778,male,MXL,Mexican Ancestry,AMR,American Ancestry
1083,NA19099,female,YRI,Yoruba,AFR,African Ancestry
1084,NA19780,male,MXL,Mexican Ancestry,AMR,American Ancestry
1085,NA19102,female,YRI,Yoruba,AFR,African Ancestry
1086,NA19785,female,MXL,Mexican Ancestry,AMR,American Ancestry
1087,NA19107,male,YRI,Yoruba,AFR,African Ancestry
1088,NA19672,female,MXL,Mexican Ancestry,AMR,American Ancestry
1089,NA19114,female,YRI,Yoruba,AFR,African Ancestry
1090,NA19677,female,MXL,Mexican Ancestry,AMR,American Ancestry
1091,NA19119,male,YRI,Yoruba,AFR,African Ancestry
1092,NA19684,female,MXL,Mexican Ancestry,AMR,American Ancestry
1093,NA19121,male,YRI,Yoruba,AFR,African Ancestry
1094,NA19704,female,ASW,African Ancestry SW,AFR,African Ancestry
1095,NA19429,male,LWK,Luhya,AFR,African Ancestry
1096,NA19711,male,ASW,African Ancestry SW,AFR,African Ancestry
1097,NA19431,female,LWK,Luhya,AFR,African Ancestry
1098,NA19716,female,MXL,Mexican Ancestry,AMR,American Ancestry
1099,NA19436,female,LWK,Luhya,AFR,African Ancestry
1100,NA19723,male,MXL,Mexican Ancestry,AMR,American Ancestry
1101,NA19443,male,LWK,Luhya,AFR,African Ancestry
1102,NA19728,female,MXL,Mexican Ancestry,AMR,American Ancestry
1103,NA19448,male,LWK,Luhya,AFR,African Ancestry
1104,NA19792,male,MXL,Mexican Ancestry,AMR,American Ancestry
1105,NA19455,male,LWK,Luhya,AFR,African Ancestry
1106,NA19462,female,LWK,Luhya,AFR,African Ancestry
1107,NA19836,female,ASW,African Ancestry SW,AFR,African Ancestry
1108,NA19467,female,LWK,Luhya,AFR,African Ancestry
1109,NA19901,female,ASW,African Ancestry SW,AFR,African Ancestry
1110,NA19474,female,LWK,Luhya,AFR,African Ancestry
1111,NA19913,female,ASW,African Ancestry SW,AFR,African Ancestry
1112,NA19652,male,MXL,Mexican Ancestry,AMR,American Ancestry
1113,NA19918,male,ASW,African Ancestry SW,AFR,African Ancestry
1114,NA19657,female,MXL,Mexican Ancestry,AMR,American Ancestry
1115,NA19920,male,ASW,African Ancestry SW,AFR,African Ancestry
1116,NA19664,male,MXL,Mexican Ancestry,AMR,American Ancestry
1117,NA19982,male,ASW,African Ancestry SW,AFR,African Ancestry
1118,NA19311,male,LWK,Luhya,AFR,African Ancestry
1119,NA20129,female,ASW,African Ancestry SW,AFR,African Ancestry
1120,NA19316,female,LWK,Luhya,AFR,African Ancestry
1121,NA20282,female,ASW,African Ancestry SW,AFR,African Ancestry
1122,NA19323,female,LWK,Luhya,AFR,African Ancestry
1123,NA20287,female,ASW,African Ancestry SW,AFR,African Ancestry
1124,NA19328,female,LWK,Luhya,AFR,African Ancestry
1125,NA20294,female,ASW,African Ancestry SW,AFR,African Ancestry
1126,NA19347,male,LWK,Luhya,AFR,African Ancestry
1127,NA20299,female,ASW,African Ancestry SW,AFR,African Ancestry
1128,NA19359,male,LWK,Luhya,AFR,African Ancestry
1129,NA20302,male,ASW,African Ancestry SW,AFR,African Ancestry
1130,NA19373,male,LWK,Luhya,AFR,African Ancestry
1131,NA20314,female,ASW,African Ancestry SW,AFR,African Ancestry
1132,NA19378,female,LWK,Luhya,AFR,African Ancestry
1133,NA20319,female,ASW,African Ancestry SW,AFR,African Ancestry
1134,NA19380,male,LWK,Luhya,AFR,African Ancestry
1135,NA20321,female,ASW,African Ancestry SW,AFR,African Ancestry
1136,NA19385,male,LWK,Luhya,AFR,African Ancestry
1137,NA20333,female,ASW,African Ancestry SW,AFR,African Ancestry
1138,NA19397,male,LWK,Luhya,AFR,African Ancestry
1139,NA20340,male,ASW,African Ancestry SW,AFR,African Ancestry
1140,NA19001,female,JPT,Japanese,EAS,East Asian Ancestry
1141,NA20345,male,ASW,African Ancestry SW,AFR,African Ancestry
1142,NA19006,male,JPT,Japanese,EAS,East Asian Ancestry
1143,NA20357,female,ASW,African Ancestry SW,AFR,African Ancestry
1144,NA19020,male,LWK,Luhya,AFR,African Ancestry
1145,NA20364,female,ASW,African Ancestry SW,AFR,African Ancestry
1146,NA19025,male,LWK,Luhya,AFR,African Ancestry
1147,NA20864,male,GIH,Gujarati,SAS,South Asian Ancestry
1148,NA19037,female,LWK,Luhya,AFR,African Ancestry
1149,NA20869,female,GIH,Gujarati,SAS,South Asian Ancestry
1150,NA19044,male,LWK,Luhya,Luhya,AFR,African Ancestry,Africa (SGDP)
1151,NA20871,male,GIH,Gujarati,SAS,South Asian Ancestry
1152,NA19056,male,JPT,Japanese,EAS,East Asian Ancestry
1153,NA20876,female,GIH,Gujarati,SAS,South Asian Ancestry
1154,NA19063,male,JPT,Japanese,EAS,East Asian Ancestry
1155,NA20903,male,GIH,Gujarati,SAS,South Asian Ancestry
1156,NA19068,male,JPT,Japanese,EAS,East Asian Ancestry
1157,NA20908,female,GIH,Gujarati,SAS,South Asian Ancestry
1158,NA19734,female,MXL,Mexican Ancestry,AMR,American Ancestry
1159,NA20910,female,GIH,Gujarati,SAS,South Asian Ancestry
1160,NA19741,male,MXL,Mexican Ancestry,AMR,American Ancestry
1161,NA21088,female,GIH,Gujarati,SAS,South Asian Ancestry
1162,NA19746,female,MXL,Mexican Ancestry,AMR,American Ancestry
1163,NA21090,male,GIH,Gujarati,SAS,South Asian Ancestry
1164,NA19753,male,MXL,Mexican Ancestry,AMR,American Ancestry
1165,NA20883,male,GIH,Gujarati,SAS,South Asian Ancestry
1166,NA19758,female,MXL,Mexican Ancestry,AMR,American Ancestry
1167,NA20888,female,GIH,Gujarati,SAS,South Asian Ancestry
1168,NA19760,female,MXL,Mexican Ancestry,AMR,American Ancestry
1169,NA20890,male,GIH,Gujarati,SAS,South Asian Ancestry
1170,NA19772,male,MXL,Mexican Ancestry,AMR,American Ancestry
1171,NA20895,male,GIH,Gujarati,SAS,South Asian Ancestry
1172,NA19777,male,MXL,Mexican Ancestry,AMR,American Ancestry
1173,NA21122,female,GIH,Gujarati,SAS,South Asian Ancestry
1174,NA19784,male,MXL,Mexican Ancestry,AMR,American Ancestry
1175,NA21127,male,GIH,Gujarati,SAS,South Asian Ancestry
1176,NA19669,female,MXL,Mexican Ancestry,AMR,American Ancestry
1177,NA21134,male,GIH,Gujarati,SAS,South Asian Ancestry
1178,NA19671,female,MXL,Mexican Ancestry,AMR,American Ancestry
1179,NA21141,female,GIH,Gujarati,SAS,South Asian Ancestry
1180,NA19676,male,MXL,Mexican Ancestry,AMR,American Ancestry
1181,NA19683,female,MXL,Mexican Ancestry,AMR,American Ancestry
1182,NA19703,male,ASW,African Ancestry SW,AFR,African Ancestry
1183,NA19708,female,ASW,African Ancestry SW,AFR,African Ancestry
1184,NA19722,female,MXL,Mexican Ancestry,AMR,American Ancestry
1185,NA19727,male,MXL,Mexican Ancestry,AMR,American Ancestry
1186,NA19138,male,YRI,Yoruba,AFR,African Ancestry
1187,NA19140,female,YRI,Yoruba,AFR,African Ancestry
1188,NA19145,male,YRI,Yoruba,AFR,African Ancestry
1189,NA19152,female,YRI,Yoruba,AFR,African Ancestry
1190,NA19171,male,YRI,Yoruba,AFR,African Ancestry
1191,NA19176,female,YRI,Yoruba,AFR,African Ancestry
1192,NA19190,female,YRI,Yoruba,AFR,African Ancestry
1193,NA21095,male,GIH,Gujarati,SAS,South Asian Ancestry
1194,NA19195,male,YRI,Yoruba,AFR,African Ancestry
1195,NA21103,female,GIH,Gujarati,SAS,South Asian Ancestry
1196,NA20414,female,ASW,African Ancestry SW,AFR,African Ancestry
1197,NA21108,female,GIH,Gujarati,SAS,South Asian Ancestry
1198,NA20503,female,TSI,Toscani,EUR,European Ancestry
1199,NA21110,female,GIH,Gujarati,SAS,South Asian Ancestry
1200,NA20508,female,TSI,Toscani,EUR,European Ancestry
1201,NA21115,male,GIH,Gujarati,SAS,South Asian Ancestry
1202,NA20510,male,TSI,Toscani,EUR,European Ancestry
1203,NA20515,male,TSI,Toscani,EUR,European Ancestry
1204,NA20522,female,TSI,Toscani,EUR,European Ancestry
1205,NA20527,male,TSI,Toscani,EUR,European Ancestry
1206,NA20534,male,TSI,Toscani,EUR,European Ancestry
1207,NA20539,male,TSI,Toscani,EUR,European Ancestry
1208,NA20541,female,TSI,Toscani,EUR,European Ancestry
1209,NA20589,female,TSI,Toscani,EUR,European Ancestry
1210,NA20755,male,TSI,Toscani,EUR,European Ancestry
1211,NA20762,male,TSI,Toscani,EUR,European Ancestry
1212,NA20767,male,TSI,Toscani,EUR,European Ancestry
1213,NA20774,female,TSI,Toscani,EUR,European Ancestry
1214,NA20786,female,TSI,Toscani,EUR,European Ancestry
1215,NA20798,male,TSI,Toscani,EUR,European Ancestry
1216,NA20801,male,TSI,Toscani,EUR,European Ancestry
1217,NA20806,male,TSI,Toscani,EUR,European Ancestry
1218,NA20813,female,TSI,Toscani,EUR,European Ancestry
1219,NA20818,female,TSI,Toscani,EUR,European Ancestry
1220,NA20832,female,TSI,Toscani,EUR,European Ancestry
1221,NA20849,female,GIH,Gujarati,SAS,South Asian Ancestry
1222,NA20851,female,GIH,Gujarati,SAS,South Asian Ancestry
1223,NA19789,male,MXL,Mexican Ancestry,AMR,American Ancestry
1224,NA19796,male,MXL,Mexican Ancestry,AMR,American Ancestry
1225,NA19828,male,ASW,African Ancestry SW,AFR,African Ancestry
1226,NA19835,female,ASW,African Ancestry SW,AFR,African Ancestry
1227,NA19900,male,ASW,African Ancestry SW,AFR,African Ancestry
1228,NA19917,female,ASW,African Ancestry SW,AFR,African Ancestry
1229,NA19924,female,ASW,African Ancestry SW,AFR,African Ancestry
1230,NA20128,female,ASW,African Ancestry SW,AFR,African Ancestry
1231,NA20274,female,ASW,African Ancestry SW,AFR,African Ancestry
1232,NA20279,male,ASW,African Ancestry SW,AFR,African Ancestry
1233,NA20281,male,ASW,African Ancestry SW,AFR,African Ancestry
1234,NA20298,male,ASW,African Ancestry SW,AFR,African Ancestry
1235,NA20301,female,ASW,African Ancestry SW,AFR,African Ancestry
1236,NA20313,female,ASW,African Ancestry SW,AFR,African Ancestry
1237,NA20318,male,ASW,African Ancestry SW,AFR,African Ancestry
1238,NA20320,female,ASW,African Ancestry SW,AFR,African Ancestry
1239,NA20332,female,ASW,African Ancestry SW,AFR,African Ancestry
1240,NA20337,female,ASW,African Ancestry SW,AFR,African Ancestry
1241,NA20344,female,ASW,African Ancestry SW,AFR,African Ancestry
1242,NA20349,male,ASW,African Ancestry SW,AFR,African Ancestry
1243,NA20351,male,ASW,African Ancestry SW,AFR,African Ancestry
1244,NA20356,male,ASW,African Ancestry SW,AFR,African Ancestry
1245,NA20363,female,ASW,African Ancestry SW,AFR,African Ancestry
1246,NA21094,male,GIH,Gujarati,SAS,South Asian Ancestry
1247,NA21099,male,GIH,Gujarati,SAS,South Asian Ancestry
1248,NA21102,female,GIH,Gujarati,SAS,South Asian Ancestry
1249,NA21107,male,GIH,Gujarati,SAS,South Asian Ancestry
1250,NA21114,male,GIH,Gujarati,SAS,South Asian Ancestry
1251,NA20856,female,GIH,Gujarati,SAS,South Asian Ancestry
1252,NA20863,male,GIH,Gujarati,SAS,South Asian Ancestry
1253,NA20868,female,GIH,Gujarati,SAS,South Asian Ancestry
1254,NA20870,male,GIH,Gujarati,SAS,South Asian Ancestry
1255,NA20875,female,GIH,Gujarati,SAS,South Asian Ancestry
1256,NA20899,female,GIH,Gujarati,SAS,South Asian Ancestry
1257,NA20902,female,GIH,Gujarati,SAS,South Asian Ancestry
1258,NA20907,female,GIH,Gujarati,SAS,South Asian Ancestry
1259,NA21087,male,GIH,Gujarati,SAS,South Asian Ancestry
1260,NA20882,female,GIH,Gujarati,SAS,South Asian Ancestry
1261,NA20887,male,GIH,Gujarati,SAS,South Asian Ancestry
1262,NA20894,female,GIH,Gujarati,SAS,South Asian Ancestry
1263,NA21119,male,GIH,Gujarati,SAS,South Asian Ancestry
1264,NA21121,female,GIH,Gujarati,SAS,South Asian Ancestry
1265,NA21126,male,GIH,Gujarati,SAS,South Asian Ancestry
1266,NA21133,male,GIH,Gujarati,SAS,South Asian Ancestry
1267,HG00145,male,GBR,British,EUR,European Ancestry
1268,HG00152,male,GBR,British,EUR,European Ancestry
1269,HG00157,male,GBR,British,EUR,European Ancestry
1270,HG00171,female,FIN,Finnish,EUR,European Ancestry
1271,HG00176,female,FIN,Finnish,EUR,European Ancestry
1272,HG00183,male,FIN,Finnish,EUR,European Ancestry
1273,HG00188,male,FIN,Finnish,EUR,European Ancestry
1274,HG00190,male,FIN,Finnish,Finnish,EUR,European Ancestry,West Eurasia (SGDP)
1275,HG00234,male,GBR,British,EUR,European Ancestry
1276,HG00239,female,GBR,British,EUR,European Ancestry
1277,HG00246,male,GBR,British,EUR,European Ancestry
1278,HG00253,female,GBR,British,EUR,European Ancestry
1279,HG00258,female,GBR,British,EUR,European Ancestry
1280,HG00260,male,GBR,British,EUR,European Ancestry
1281,HG00265,male,GBR,British,EUR,European Ancestry
1282,HG00272,female,FIN,Finnish,EUR,European Ancestry
1283,HG00277,male,FIN,Finnish,EUR,European Ancestry
1284,HG00284,male,FIN,Finnish,EUR,European Ancestry
1285,HG00304,female,FIN,Finnish,EUR,European Ancestry
1286,HG00309,female,FIN,Finnish,EUR,European Ancestry
1287,HG00147,female,GBR,British,EUR,European Ancestry
1288,HG00311,male,FIN,Finnish,EUR,European Ancestry
1289,HG00154,female,GBR,British,EUR,European Ancestry
1290,HG00323,female,FIN,Finnish,EUR,European Ancestry
1291,HG00159,male,GBR,British,EUR,European Ancestry
1292,HG00328,female,FIN,Finnish,EUR,European Ancestry
1293,HG00173,female,FIN,Finnish,EUR,European Ancestry
1294,HG00330,female,FIN,Finnish,EUR,European Ancestry
1295,HG00178,female,FIN,Finnish,EUR,European Ancestry
1296,HG00335,male,FIN,Finnish,EUR,European Ancestry
1297,HG00180,female,FIN,Finnish,EUR,European Ancestry
1298,HG00342,male,FIN,Finnish,EUR,European Ancestry
1299,HG00185,male,FIN,Finnish,EUR,European Ancestry
1300,HG00359,female,FIN,Finnish,EUR,European Ancestry
1301,HG00231,female,GBR,British,EUR,European Ancestry
1302,HG00361,female,FIN,Finnish,EUR,European Ancestry
1303,HG00236,female,GBR,British,EUR,European Ancestry
1304,HG00366,male,FIN,Finnish,EUR,European Ancestry
1305,HG00243,male,GBR,British,EUR,European Ancestry
1306,HG00373,female,FIN,Finnish,EUR,European Ancestry
1307,HG00248,female,GBR,British,EUR,European Ancestry
1308,HG00378,female,FIN,Finnish,EUR,European Ancestry
1309,HG00250,female,GBR,British,EUR,European Ancestry
1310,HG00380,female,FIN,Finnish,EUR,European Ancestry
1311,HG00255,female,GBR,British,EUR,European Ancestry
1312,HG00405,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1313,HG00262,female,GBR,British,EUR,European Ancestry
1314,HG00099,female,GBR,British,EUR,European Ancestry
1315,HG00267,male,FIN,Finnish,EUR,European Ancestry
1316,HG00102,female,GBR,British,EUR,European Ancestry
1317,HG00274,female,FIN,Finnish,EUR,European Ancestry
1318,HG00107,male,GBR,British,EUR,European Ancestry
1319,HG00281,female,FIN,Finnish,EUR,European Ancestry
