FID,IID,O.HOM.,E.HOM.,N.NM.,F,pop,super_pop,gender,...5,...6,n_pop
HG02304,HG02304,1061052,1058000,1099313,0.06791,PEL,AMR,male,NA,NA,85
HG02307,HG02307,1052979,1058000,1099225,-0.1273,ACB,AFR,male,NA,NA,96
HG02308,HG02308,1054106,1058000,1099197,-0.09936,ACB,AFR,female,NA,NA,96
HG02309,HG02309,1053863,1058000,1099199,-0.1053,ACB,AFR,female,NA,NA,96
HG02312,HG02312,1066193,1058000,1099360,0.1923,PEL,AMR,female,NA,NA,85
HG02314,HG02314,1052208,1058000,1099190,-0.1455,ACB,AFR,male,NA,NA,96
HG02315,HG02315,1052384,1058000,1099174,-0.1409,ACB,AFR,female,NA,NA,96
HG02317,HG02317,1053459,1058000,1099165,-0.1147,ACB,AFR,male,NA,NA,96
HG02318,HG02318,1054755,1058000,1099194,-0.08355,ACB,AFR,female,NA,NA,96
HG02322,HG02322,1054068,1058000,1099199,-0.1004,ACB,AFR,female,NA,NA,96
HG02323,HG02323,1054192,1058000,1099204,-0.09723,ACB,AFR,male,NA,NA,96
HG02325,HG02325,1052799,1058000,1099195,-0.1312,ACB,AFR,female,NA,NA,96
HG02330,HG02330,1052527,1058000,1099178,-0.1377,ACB,AFR,male,NA,NA,96
HG02332,HG02332,1053678,1058000,1099201,-0.1098,ACB,AFR,male,NA,NA,96
HG02334,HG02334,1052189,1058000,1099251,-0.147,ACB,AFR,male,NA,NA,96
HG02337,HG02337,1054257,1058000,1099158,-0.09511,ACB,AFR,female,NA,NA,96
HG02339,HG02339,1052777,1058000,1099202,-0.1318,ACB,AFR,female,NA,NA,96
HG02343,HG02343,1054416,1058000,1099269,-0.09286,ACB,AFR,male,NA,NA,96
HG02345,HG02345,1068183,1058000,1099340,0.2411,PEL,AMR,female,NA,NA,85
HG02348,HG02348,1068982,1058000,1099354,0.2603,PEL,AMR,female,NA,NA,85
HG02351,HG02351,1067346,1058000,1099339,0.2208,CDX,EAS,male,NA,NA,93
HG02353,HG02353,1068172,1058000,1099349,0.2407,CDX,EAS,male,NA,NA,93
HG02355,HG02355,1067571,1058000,1099351,0.226,CDX,EAS,male,NA,NA,93
HG02356,HG02356,1068366,1058000,1099335,0.2456,CDX,EAS,male,NA,NA,93
HG02360,HG02360,1067092,1058000,1099333,0.2147,CDX,EAS,male,NA,NA,93
HG02364,HG02364,1068275,1058000,1099334,0.2434,CDX,EAS,male,NA,NA,93
HG02367,HG02367,1068058,1058000,1099345,0.2379,CDX,EAS,male,NA,NA,93
HG02371,HG02371,1068112,1058000,1099327,0.2396,CDX,EAS,male,NA,NA,93
HG02373,HG02373,1068965,1058000,1099335,0.2602,CDX,EAS,male,NA,NA,93
HG02374,HG02374,1066506,1058000,1099331,0.2005,CDX,EAS,male,NA,NA,93
HG02375,HG02375,1066846,1058000,1099355,0.2083,CDX,EAS,male,NA,NA,93
HG02379,HG02379,1067152,1058000,1099338,0.2161,CDX,EAS,male,NA,NA,93
HG02380,HG02380,1068497,1058000,1099353,0.2486,CDX,EAS,male,NA,NA,93
HG02382,HG02382,1067247,1058000,1099341,0.2183,CDX,EAS,male,NA,NA,93
HG02383,HG02383,1072737,1058000,1099346,0.3519,CDX,EAS,male,NA,NA,93
HG02384,HG02384,1065786,1058000,1099327,0.183,CDX,EAS,male,NA,NA,93
HG02385,HG02385,1065962,1058000,1099321,0.1874,CDX,EAS,male,NA,NA,93
HG02386,HG02386,1065547,1058000,1099336,0.177,CDX,EAS,male,NA,NA,93
HG02389,HG02389,1066054,1058000,1099325,0.1895,CDX,EAS,male,NA,NA,93
HG02390,HG02390,1064933,1058000,1099354,0.1618,CDX,EAS,male,NA,NA,93
HG02391,HG02391,1069052,1058000,1099339,0.2623,CDX,EAS,male,NA,NA,93
HG02392,HG02392,1067377,1058000,1099331,0.2216,CDX,EAS,male,NA,NA,93
HG02394,HG02394,1066735,1058000,1099328,0.206,CDX,EAS,male,NA,NA,93
HG02395,HG02395,1066835,1058000,1099340,0.2083,CDX,EAS,male,NA,NA,93
HG02396,HG02396,1068763,1058000,1099334,0.2553,CDX,EAS,male,NA,NA,93
HG02397,HG02397,1065059,1058000,1099350,0.1649,CDX,EAS,male,NA,NA,93
HG02398,HG02398,1068964,1058000,1099331,0.2603,CDX,EAS,male,NA,NA,93
HG02399,HG02399,1067681,1058000,1099355,0.2286,CDX,EAS,male,NA,NA,93
HG02401,HG02401,1068252,1058000,1099336,0.2428,CDX,EAS,male,NA,NA,93
HG02402,HG02402,1068186,1058000,1099348,0.241,CDX,EAS,male,NA,NA,93
HG02406,HG02406,1067228,1058000,1099323,0.2181,CDX,EAS,male,NA,NA,93
HG02407,HG02407,1067130,1058000,1099342,0.2154,CDX,EAS,male,NA,NA,93
HG02408,HG02408,1066085,1058000,1099334,0.1901,CDX,EAS,male,NA,NA,93
HG02409,HG02409,1066637,1058000,1099341,0.2034,CDX,EAS,male,NA,NA,93
HG02410,HG02410,1069397,1058000,1099338,0.2707,CDX,EAS,male,NA,NA,93
HG02419,HG02419,1052020,1058000,1099159,-0.1496,ACB,AFR,female,NA,NA,96
HG02420,HG02420,1053542,1058000,1099222,-0.1135,ACB,AFR,male,NA,NA,96
HG02425,HG02425,1059923,1058000,1099320,0.04032,PEL,AMR,female,NA,NA,85
HG02427,HG02427,1056168,1058000,1099241,-0.04985,ACB,AFR,female,NA,NA,96
HG02429,HG02429,1053573,1058000,1099188,-0.1122,ACB,AFR,male,NA,NA,96
HG02433,HG02433,1054326,1058000,1099242,-0.09472,ACB,AFR,male,NA,NA,96
HG02439,HG02439,1053967,1058000,1099230,-0.1033,ACB,AFR,male,NA,NA,96
HG02442,HG02442,1052202,1058000,1099194,-0.1456,ACB,AFR,male,NA,NA,96
HG02445,HG02445,1052462,1058000,1099203,-0.1395,ACB,AFR,male,NA,NA,96
HG02449,HG02449,1054457,1058000,1099208,-0.09109,ACB,AFR,male,NA,NA,96
HG02450,HG02450,1051473,1058000,1099161,-0.1629,ACB,AFR,female,NA,NA,96
HG02455,HG02455,1053346,1058000,1099219,-0.1182,ACB,AFR,male,NA,NA,96
HG02461,HG02461,1052599,1058000,1099176,-0.1358,GWD,AFR,male,NA,NA,113
HG02462,HG02462,1052954,1058000,1099204,-0.1274,GWD,AFR,female,NA,NA,113
HG02464,HG02464,1053457,1058000,1099202,-0.1152,GWD,AFR,male,NA,NA,113
HG02465,HG02465,1052734,1058000,1099180,-0.1326,GWD,AFR,female,NA,NA,113
HG02470,HG02470,1052817,1058000,1099186,-0.1305,ACB,AFR,male,NA,NA,96
HG02471,HG02471,1052873,1058000,1099168,-0.129,ACB,AFR,female,NA,NA,96
HG02476,HG02476,1052825,1058000,1099207,-0.1308,ACB,AFR,female,NA,NA,96
HG02477,HG02477,1054988,1058000,1099230,-0.07841,ACB,AFR,female,NA,NA,96
HG02479,HG02479,1054082,1058000,1099213,-0.1002,ACB,AFR,female,NA,NA,96
HG02481,HG02481,1054109,1058000,1099197,-0.09936,ACB,AFR,male,NA,NA,96
HG02484,HG02484,1054760,1058000,1099191,-0.08328,ACB,AFR,male,NA,NA,96
HG02485,HG02485,1055033,1058000,1099253,-0.07763,ACB,AFR,female,NA,NA,96
HG02489,HG02489,1053820,1058000,1099175,-0.1059,ACB,AFR,male,NA,NA,96
HG02490,HG02490,1062465,1058000,1099323,0.1022,PJL,SAS,male,NA,NA,96
HG02491,HG02491,1061982,1058000,1099341,0.09006,PJL,SAS,female,NA,NA,96
HG02493,HG02493,1062484,1058000,1099337,0.1024,PJL,SAS,male,NA,NA,96
HG02494,HG02494,1062212,1058000,1099344,0.09565,PJL,SAS,female,NA,NA,96
HG02496,HG02496,1055299,1058000,1099205,-0.07035,ACB,AFR,male,NA,NA,96
HG02497,HG02497,1055232,1058000,1099204,-0.07195,ACB,AFR,female,NA,NA,96
HG02501,HG02501,1055848,1058000,1099218,-0.05724,ACB,AFR,male,NA,NA,96
HG02502,HG02502,1054161,1058000,1099268,-0.09916,ACB,AFR,female,NA,NA,96
HG02505,HG02505,1053411,1058000,1099238,-0.117,ACB,AFR,female,NA,NA,96
HG02508,HG02508,1051022,1058000,1099261,-0.1756,ACB,AFR,female,NA,NA,96
HG02511,HG02511,1051690,1058000,1099191,-0.1582,ACB,AFR,female,NA,NA,96
HG02512,HG02512,1062966,1058000,1099316,0.1144,KHV,EAS,male,NA,NA,99
HG02513,HG02513,1069176,1058000,1099331,0.2655,KHV,EAS,female,NA,NA,99
HG02521,HG02521,1065580,1058000,1099319,0.1781,KHV,EAS,male,NA,NA,99
HG02522,HG02522,1066371,1058000,1099333,0.1971,KHV,EAS,female,NA,NA,99
HG02536,HG02536,1053942,1058000,1099202,-0.1034,ACB,AFR,male,NA,NA,96
HG02537,HG02537,1054675,1058000,1099201,-0.08562,ACB,AFR,female,NA,NA,96
HG02541,HG02541,1055359,1058000,1099200,-0.06884,ACB,AFR,male,NA,NA,96
HG02545,HG02545,1053943,1058000,1099236,-0.104,ACB,AFR,male,NA,NA,96
HG02546,HG02546,1055558,1058000,1099203,-0.06406,ACB,AFR,female,NA,NA,96
HG02549,HG02549,1052485,1058000,1099176,-0.1386,ACB,AFR,female,NA,NA,96
HG02554,HG02554,1052710,1058000,1099199,-0.1335,ACB,AFR,male,NA,NA,96
HG02555,HG02555,1054990,1058000,1099202,-0.07794,ACB,AFR,female,NA,NA,96
HG02557,HG02557,1053912,1058000,1099205,-0.1042,ACB,AFR,male,NA,NA,96
HG02558,HG02558,1053726,1058000,1099195,-0.1085,ACB,AFR,female,NA,NA,96
HG02561,HG02561,1054657,1058000,1099199,-0.08606,GWD,AFR,male,NA,NA,113
HG02562,HG02562,1054443,1058000,1099160,-0.09044,GWD,AFR,female,NA,NA,113
HG02568,HG02568,1053453,1058000,1099196,-0.1153,GWD,AFR,female,NA,NA,113
HG02570,HG02570,1054119,1058000,1099188,-0.09891,GWD,AFR,male,NA,NA,113
HG02571,HG02571,1054108,1058000,1099181,-0.09912,GWD,AFR,female,NA,NA,113
HG02573,HG02573,1052996,1058000,1099172,-0.126,GWD,AFR,male,NA,NA,113
HG02574,HG02574,1053827,1058000,1099180,-0.1059,GWD,AFR,female,NA,NA,113
HG02577,HG02577,1055482,1058000,1099177,-0.06542,ACB,AFR,female,NA,NA,96
HG02580,HG02580,1053822,1058000,1099182,-0.1062,ACB,AFR,female,NA,NA,96
HG02582,HG02582,1054851,1058000,1099201,-0.08134,GWD,AFR,male,NA,NA,113
HG02583,HG02583,1055217,1058000,1099201,-0.07228,GWD,AFR,female,NA,NA,113
HG02585,HG02585,1053427,1058000,1099202,-0.116,GWD,AFR,male,NA,NA,113
HG02586,HG02586,1053628,1058000,1099224,-0.1115,GWD,AFR,female,NA,NA,113
HG02588,HG02588,1053818,1058000,1099163,-0.1058,GWD,AFR,male,NA,NA,113
HG02589,HG02589,1054593,1058000,1099160,-0.08682,GWD,AFR,female,NA,NA,113
HG02594,HG02594,1052826,1058000,1099203,-0.1306,GWD,AFR,male,NA,NA,113
HG02595,HG02595,1054735,1058000,1099180,-0.08371,GWD,AFR,female,NA,NA,113
HG02597,HG02597,1064502,1058000,1099346,0.1514,PJL,SAS,male,NA,NA,96
HG02600,HG02600,1061722,1058000,1099334,0.08386,PJL,SAS,male,NA,NA,96
HG02601,HG02601,1066074,1058000,1099335,0.1899,PJL,SAS,female,NA,NA,96
HG02603,HG02603,1062494,1058000,1099339,0.1026,PJL,SAS,male,NA,NA,96
HG02604,HG02604,1069172,1058000,1099333,0.2653,PJL,SAS,female,NA,NA,96
HG02610,HG02610,1052756,1058000,1099178,-0.132,GWD,AFR,male,NA,NA,113
HG02611,HG02611,1054529,1058000,1099193,-0.08897,GWD,AFR,female,NA,NA,113
HG02613,HG02613,1051414,1058000,1099177,-0.1646,GWD,AFR,male,NA,NA,113
HG02614,HG02614,1054455,1058000,1099223,-0.09108,GWD,AFR,female,NA,NA,113
HG02620,HG02620,1055925,1058000,1099189,-0.05496,GWD,AFR,male,NA,NA,113
HG02621,HG02621,1051418,1058000,1099184,-0.1647,GWD,AFR,female,NA,NA,113
HG02623,HG02623,1053820,1058000,1099195,-0.1062,GWD,AFR,male,NA,NA,113
HG02624,HG02624,1053238,1058000,1099184,-0.1202,GWD,AFR,female,NA,NA,113
HG02628,HG02628,1051951,1058000,1099173,-0.1516,GWD,AFR,male,NA,NA,113
HG02629,HG02629,1051577,1058000,1099139,-0.1602,GWD,AFR,female,NA,NA,113
HG02634,HG02634,1056618,1058000,1099206,-0.03832,GWD,AFR,male,NA,NA,113
HG02635,HG02635,1053331,1058000,1099184,-0.1181,GWD,AFR,female,NA,NA,113
HG02642,HG02642,1056148,1058000,1099204,-0.0496,GWD,AFR,male,NA,NA,113
HG02643,HG02643,1055187,1058000,1099194,-0.07294,GWD,AFR,female,NA,NA,113
HG02645,HG02645,1053765,1058000,1099162,-0.1072,GWD,AFR,male,NA,NA,113
HG02646,HG02646,1052167,1058000,1099194,-0.1466,GWD,AFR,female,NA,NA,113
HG02648,HG02648,1062237,1058000,1099313,0.09677,PJL,SAS,male,NA,NA,96
HG02649,HG02649,1063590,1058000,1099337,0.1293,PJL,SAS,female,NA,NA,96
HG02651,HG02651,1063671,1058000,1099332,0.1314,PJL,SAS,male,NA,NA,96
HG02652,HG02652,1064645,1058000,1099330,0.1551,PJL,SAS,female,NA,NA,96
HG02654,HG02654,1062651,1058000,1099313,0.1069,PJL,SAS,male,NA,NA,96
HG02655,HG02655,1062602,1058000,1099311,0.1057,PJL,SAS,female,NA,NA,96
HG02657,HG02657,1062088,1058000,1099309,0.09319,PJL,SAS,male,NA,NA,96
HG02658,HG02658,1065219,1058000,1099326,0.1692,PJL,SAS,female,NA,NA,96
HG02660,HG02660,1062119,1058000,1099331,0.0936,PJL,SAS,male,NA,NA,96
HG02661,HG02661,1062763,1058000,1099313,0.1096,PJL,SAS,female,NA,NA,96
HG02666,HG02666,1053975,1058000,1099178,-0.1022,GWD,AFR,male,NA,NA,113
HG02667,HG02667,1053275,1058000,1099172,-0.1193,GWD,AFR,female,NA,NA,113
HG02675,HG02675,1051080,1058000,1099181,-0.1728,GWD,AFR,male,NA,NA,113
HG02676,HG02676,1050421,1058000,1099158,-0.1887,GWD,AFR,female,NA,NA,113
HG02678,HG02678,1065058,1058000,1099215,0.1674,GWD,AFR,male,NA,NA,113
HG02679,HG02679,1054378,1058000,1099178,-0.09228,GWD,AFR,female,NA,NA,113
HG02681,HG02681,1062022,1058000,1099320,0.09144,PJL,SAS,male,NA,NA,96
HG02682,HG02682,1063302,1058000,1099317,0.1228,PJL,SAS,female,NA,NA,96
HG02684,HG02684,1062301,1058000,1099321,0.09825,PJL,SAS,male,NA,NA,96
HG02685,HG02685,1061360,1058000,1099311,0.07543,PJL,SAS,female,NA,NA,96
HG02687,HG02687,1062721,1058000,1099321,0.1084,PJL,SAS,male,NA,NA,96
HG02688,HG02688,1063991,1058000,1099345,0.139,PJL,SAS,female,NA,NA,96
HG02690,HG02690,1065758,1058000,1099346,0.1819,PJL,SAS,male,NA,NA,96
HG02691,HG02691,1060706,1058000,1099323,0.05936,PJL,SAS,female,NA,NA,96
HG02694,HG02694,1077365,1058000,1099376,0.4641,PJL,SAS,female,NA,NA,96
HG02696,HG02696,1062095,1058000,1099325,0.09313,PJL,SAS,male,NA,NA,96
HG02697,HG02697,1061375,1058000,1099312,0.07579,PJL,SAS,female,NA,NA,96
HG02699,HG02699,1061740,1058000,1099341,0.08423,PJL,SAS,male,NA,NA,96
HG02700,HG02700,1064842,1058000,1099354,0.1595,PJL,SAS,female,NA,NA,96
HG02702,HG02702,1054447,1058000,1099181,-0.09085,GWD,AFR,male,NA,NA,113
HG02703,HG02703,1054484,1058000,1099180,-0.08984,GWD,AFR,female,NA,NA,113
HG02715,HG02715,1052841,1058000,1099213,-0.1304,GWD,AFR,male,NA,NA,113
HG02716,HG02716,1053725,1058000,1099190,-0.1084,GWD,AFR,female,NA,NA,113
HG02721,HG02721,1052929,1058000,1099187,-0.128,GWD,AFR,male,NA,NA,113
HG02722,HG02722,1054617,1058000,1099199,-0.08689,GWD,AFR,female,NA,NA,113
HG02724,HG02724,1064575,1058000,1099310,0.1538,PJL,SAS,male,NA,NA,96
HG02725,HG02725,1065900,1058000,1099307,0.1861,PJL,SAS,female,NA,NA,96
HG02727,HG02727,1064273,1058000,1099330,0.1461,PJL,SAS,male,NA,NA,96
HG02728,HG02728,1061322,1058000,1099329,0.07426,PJL,SAS,female,NA,NA,96
HG02731,HG02731,1062112,1058000,1099343,0.09324,PJL,SAS,female,NA,NA,96
HG02733,HG02733,1061640,1058000,1099315,0.08224,PJL,SAS,male,NA,NA,96
HG02734,HG02734,1059912,1058000,1099328,0.03986,PJL,SAS,female,NA,NA,96
HG02736,HG02736,1062690,1058000,1099319,0.1077,PJL,SAS,male,NA,NA,96
HG02737,HG02737,1060154,1058000,1099320,0.04592,PJL,SAS,female,NA,NA,96
HG02756,HG02756,1055256,1058000,1099186,-0.07114,GWD,AFR,male,NA,NA,113
HG02757,HG02757,1052362,1058000,1099197,-0.1419,GWD,AFR,female,NA,NA,113
HG02759,HG02759,1052759,1058000,1099211,-0.1325,GWD,AFR,male,NA,NA,113
HG02760,HG02760,1054437,1058000,1099215,-0.09158,GWD,AFR,female,NA,NA,113
HG02763,HG02763,1052041,1058000,1099195,-0.1496,GWD,AFR,female,NA,NA,113
HG02768,HG02768,1054321,1058000,1099217,-0.09448,GWD,AFR,male,NA,NA,113
HG02769,HG02769,1052183,1058000,1099180,-0.1459,GWD,AFR,female,NA,NA,113
HG02771,HG02771,1053660,1058000,1099147,-0.1093,GWD,AFR,male,NA,NA,113
HG02772,HG02772,1052160,1058000,1099178,-0.1466,GWD,AFR,female,NA,NA,113
HG02774,HG02774,1063078,1058000,1099333,0.1169,PJL,SAS,male,NA,NA,96
HG02775,HG02775,1060330,1058000,1099329,0.05006,PJL,SAS,female,NA,NA,96
HG02778,HG02778,1062590,1058000,1099310,0.1054,PJL,SAS,female,NA,NA,96
HG02780,HG02780,1063518,1058000,1099335,0.1276,PJL,SAS,male,NA,NA,96
HG02783,HG02783,1064173,1058000,1099319,0.1438,PJL,SAS,male,NA,NA,96
HG02784,HG02784,1062899,1058000,1099294,0.1132,PJL,SAS,female,NA,NA,96
HG02786,HG02786,1063739,1058000,1099315,0.1333,PJL,SAS,male,NA,NA,96
HG02787,HG02787,1064248,1058000,1099319,0.1456,PJL,SAS,female,NA,NA,96
HG02789,HG02789,1062997,1058000,1099314,0.1152,PJL,SAS,male,NA,NA,96
HG02790,HG02790,1062725,1058000,1099324,0.1085,PJL,SAS,female,NA,NA,96
HG02792,HG02792,1064270,1058000,1099311,0.1463,PJL,SAS,male,NA,NA,96
HG02793,HG02793,1062232,1058000,1099311,0.09666,PJL,SAS,female,NA,NA,96
HG02798,HG02798,1054077,1058000,1099191,-0.09993,GWD,AFR,male,NA,NA,113
HG02799,HG02799,1050761,1058000,1099181,-0.1807,GWD,AFR,female,NA,NA,113
HG02804,HG02804,1053634,1058000,1099203,-0.1109,GWD,AFR,male,NA,NA,113
HG02805,HG02805,1054845,1058000,1099166,-0.08082,GWD,AFR,female,NA,NA,113
HG02807,HG02807,1054199,1058000,1099198,-0.0972,GWD,AFR,male,NA,NA,113
HG02808,HG02808,1052309,1058000,1099191,-0.1432,GWD,AFR,female,NA,NA,113
HG02810,HG02810,1052509,1058000,1099175,-0.1379,GWD,AFR,male,NA,NA,113
HG02811,HG02811,1054459,1058000,1099230,-0.09128,GWD,AFR,female,NA,NA,113
HG02813,HG02813,1054883,1058000,1099190,-0.08028,GWD,AFR,male,NA,NA,113
HG02814,HG02814,1054336,1058000,1099187,-0.09348,GWD,AFR,female,NA,NA,113
HG02816,HG02816,1056628,1058000,1099182,-0.03763,GWD,AFR,male,NA,NA,113
HG02817,HG02817,1054877,1058000,1099209,-0.08077,GWD,AFR,female,NA,NA,113
HG02819,HG02819,1054495,1058000,1099198,-0.08989,GWD,AFR,male,NA,NA,113
HG02820,HG02820,1053964,1058000,1099153,-0.1022,GWD,AFR,female,NA,NA,113
HG02836,HG02836,1052434,1058000,1099176,-0.1397,GWD,AFR,male,NA,NA,113
HG02837,HG02837,1053464,1058000,1099171,-0.1145,GWD,AFR,female,NA,NA,113
HG02839,HG02839,1053515,1058000,1099147,-0.1129,GWD,AFR,male,NA,NA,113
HG02840,HG02840,1054934,1058000,1099189,-0.07896,GWD,AFR,female,NA,NA,113
HG02851,HG02851,1052930,1058000,1099182,-0.1278,GWD,AFR,male,NA,NA,113
HG02852,HG02852,1052884,1058000,1099186,-0.1288,GWD,AFR,female,NA,NA,113
HG02854,HG02854,1053060,1058000,1099190,-0.1247,GWD,AFR,male,NA,NA,113
HG02855,HG02855,1053684,1058000,1099209,-0.1098,GWD,AFR,female,NA,NA,113
HG02860,HG02860,1058124,1058000,1099228,-0.001953,GWD,AFR,male,NA,NA,113
HG02861,HG02861,1055055,1058000,1099185,-0.07593,GWD,AFR,female,NA,NA,113
HG02870,HG02870,1055777,1058000,1099188,-0.05856,GWD,AFR,female,NA,NA,113
HG02878,HG02878,1053311,1058000,1099165,-0.1183,GWD,AFR,male,NA,NA,113
HG02879,HG02879,1051867,1058000,1099172,-0.1537,GWD,AFR,female,NA,NA,113
HG02881,HG02881,1057588,1058000,1099194,-0.01446,GWD,AFR,male,NA,NA,113
HG02882,HG02882,1053439,1058000,1099178,-0.1153,GWD,AFR,female,NA,NA,113
HG02884,HG02884,1051839,1058000,1099191,-0.1545,GWD,AFR,male,NA,NA,113
HG02885,HG02885,1052295,1058000,1099194,-0.1435,GWD,AFR,female,NA,NA,113
HG02887,HG02887,1056219,1058000,1099212,-0.04816,GWD,AFR,male,NA,NA,113
HG02888,HG02888,1052346,1058000,1099191,-0.1423,GWD,AFR,female,NA,NA,113
HG02890,HG02890,1053740,1058000,1099176,-0.1078,GWD,AFR,male,NA,NA,113
HG02891,HG02891,1052403,1058000,1099182,-0.1406,GWD,AFR,female,NA,NA,113
HG02895,HG02895,1053332,1058000,1099214,-0.1186,GWD,AFR,male,NA,NA,113
HG02896,HG02896,1055279,1058000,1099189,-0.07075,GWD,AFR,female,NA,NA,113
HG02922,HG02922,1055027,1058000,1099189,-0.07663,ESN,AFR,female,NA,NA,99
HG02923,HG02923,1054304,1058000,1099178,-0.09433,ESN,AFR,male,NA,NA,99
HG02938,HG02938,1054580,1058000,1099198,-0.08791,ESN,AFR,male,NA,NA,99
HG02941,HG02941,1054700,1058000,1099187,-0.08462,ESN,AFR,male,NA,NA,99
HG02943,HG02943,1052528,1058000,1099177,-0.1377,ESN,AFR,female,NA,NA,99
HG02944,HG02944,1054731,1058000,1099190,-0.08393,ESN,AFR,male,NA,NA,99
HG02946,HG02946,1054558,1058000,1099179,-0.08801,ESN,AFR,female,NA,NA,99
HG02947,HG02947,1054951,1058000,1099179,-0.07837,ESN,AFR,male,NA,NA,99
HG02952,HG02952,1054460,1058000,1099197,-0.0907,ESN,AFR,female,NA,NA,99
HG02953,HG02953,1054402,1058000,1099190,-0.09204,ESN,AFR,male,NA,NA,99
HG02968,HG02968,1052032,1058000,1099195,-0.1499,ESN,AFR,male,NA,NA,99
HG02970,HG02970,1052896,1058000,1099184,-0.1286,ESN,AFR,female,NA,NA,99
HG02971,HG02971,1055184,1058000,1099195,-0.07311,ESN,AFR,male,NA,NA,99
HG02973,HG02973,1053129,1058000,1099140,-0.1222,ESN,AFR,male,NA,NA,99
HG02974,HG02974,1053910,1058000,1099175,-0.1037,ESN,AFR,female,NA,NA,99
HG02976,HG02976,1056265,1058000,1099204,-0.04686,ESN,AFR,female,NA,NA,99
HG02977,HG02977,1069134,1058000,1099231,0.2664,ESN,AFR,male,NA,NA,99
HG02979,HG02979,1054292,1058000,1099183,-0.0945,ESN,AFR,female,NA,NA,99
HG02981,HG02981,1052716,1058000,1099193,-0.133,ESN,AFR,male,NA,NA,99
HG02982,HG02982,1052067,1058000,1099166,-0.1486,GWD,AFR,male,NA,NA,113
HG02983,HG02983,1057764,1058000,1099231,-0.01079,GWD,AFR,female,NA,NA,113
HG03006,HG03006,1063644,1058000,1099322,0.1309,BEB,SAS,male,NA,NA,86
HG03007,HG03007,1063882,1058000,1099327,0.1366,BEB,SAS,female,NA,NA,86
HG03009,HG03009,1062768,1058000,1099340,0.1093,BEB,SAS,male,NA,NA,86
HG03012,HG03012,1065617,1058000,1099344,0.1786,BEB,SAS,male,NA,NA,86
HG03015,HG03015,1064439,1058000,1099337,0.15,PJL,SAS,male,NA,NA,96
HG03016,HG03016,1061166,1058000,1099303,0.07079,PJL,SAS,female,NA,NA,96
HG03018,HG03018,1064653,1058000,1099336,0.1552,PJL,SAS,male,NA,NA,96
HG03019,HG03019,1066042,1058000,1099352,0.1888,PJL,SAS,female,NA,NA,96
HG03021,HG03021,1064433,1058000,1099331,0.15,PJL,SAS,male,NA,NA,96
HG03022,HG03022,1062333,1058000,1099334,0.09872,PJL,SAS,female,NA,NA,96
HG03024,HG03024,1055354,1058000,1099192,-0.06884,GWD,AFR,male,NA,NA,113
HG03025,HG03025,1053076,1058000,1099174,-0.1241,GWD,AFR,female,NA,NA,113
HG03027,HG03027,1051751,1058000,1099160,-0.1561,GWD,AFR,male,NA,NA,113
HG03028,HG03028,1052882,1058000,1099220,-0.1296,GWD,AFR,female,NA,NA,113
HG03039,HG03039,1052213,1058000,1099169,-0.145,GWD,AFR,male,NA,NA,113
HG03040,HG03040,1053656,1058000,1099189,-0.1102,GWD,AFR,female,NA,NA,113
HG03045,HG03045,1052813,1058000,1099183,-0.1307,GWD,AFR,male,NA,NA,113
HG03046,HG03046,1053313,1058000,1099213,-0.1191,GWD,AFR,female,NA,NA,113
HG03048,HG03048,1053305,1058000,1099200,-0.1191,GWD,AFR,male,NA,NA,113
HG03049,HG03049,1053337,1058000,1099199,-0.1182,GWD,AFR,female,NA,NA,113
HG03052,HG03052,1052240,1058000,1099157,-0.1442,MSL,AFR,female,NA,NA,85
HG03054,HG03054,1053374,1058000,1099200,-0.1173,MSL,AFR,male,NA,NA,85
HG03055,HG03055,1053316,1058000,1099175,-0.1182,MSL,AFR,female,NA,NA,85
HG03057,HG03057,1051556,1058000,1099180,-0.1612,MSL,AFR,male,NA,NA,85
HG03058,HG03058,1053905,1058000,1099166,-0.1037,MSL,AFR,female,NA,NA,85
HG03060,HG03060,1053861,1058000,1099190,-0.1052,MSL,AFR,male,NA,NA,85
HG03061,HG03061,1053818,1058000,1099190,-0.1063,MSL,AFR,female,NA,NA,85
HG03063,HG03063,1053520,1058000,1099175,-0.1134,MSL,AFR,male,NA,NA,85
HG03064,HG03064,1053811,1058000,1099193,-0.1064,MSL,AFR,female,NA,NA,85
HG03066,HG03066,1054927,1058000,1099186,-0.07911,MSL,AFR,male,NA,NA,85
HG03069,HG03069,1053112,1058000,1099167,-0.1232,MSL,AFR,male,NA,NA,85
HG03072,HG03072,1053952,1058000,1099170,-0.1026,MSL,AFR,male,NA,NA,85
HG03073,HG03073,1053006,1058000,1099183,-0.126,MSL,AFR,female,NA,NA,85
HG03074,HG03074,1053386,1058000,1099174,-0.1166,MSL,AFR,male,NA,NA,85
HG03077,HG03077,1053499,1058000,1099178,-0.1139,MSL,AFR,male,NA,NA,85
HG03078,HG03078,1053869,1058000,1099188,-0.1049,MSL,AFR,male,NA,NA,85
HG03079,HG03079,1050820,1058000,1099179,-0.1791,MSL,AFR,female,NA,NA,85
HG03081,HG03081,1055829,1058000,1099185,-0.05713,MSL,AFR,male,NA,NA,85
HG03082,HG03082,1053593,1058000,1099156,-0.1112,MSL,AFR,female,NA,NA,85
HG03084,HG03084,1051391,1058000,1099149,-0.1648,MSL,AFR,male,NA,NA,85
