FID,IID,O.HOM.,E.HOM.,N.NM.,F,pop,super_pop,gender,...5,...6,n_pop
HG00096,HG00096,1069294,1058000,1099344,0.2682,GBR,EUR,male,NA,NA,91
HG00097,HG00097,1065410,1058000,1099339,0.1736,GBR,EUR,female,NA,NA,91
HG00099,HG00099,1064172,1058000,1099327,0.1437,GBR,EUR,female,NA,NA,91
HG00100,HG00100,1063688,1058000,1099327,0.1319,GBR,EUR,female,NA,NA,91
HG00101,HG00101,1062966,1058000,1099339,0.1141,GBR,EUR,male,NA,NA,91
HG00102,HG00102,1061898,1058000,1099353,0.08786,GBR,EUR,female,NA,NA,91
HG00103,HG00103,1062374,1058000,1099332,0.09983,GBR,EUR,male,NA,NA,91
HG00105,HG00105,1064596,1058000,1099349,0.1536,GBR,EUR,male,NA,NA,91
HG00106,HG00106,1066127,1058000,1099340,0.1911,GBR,EUR,female,NA,NA,91
HG00107,HG00107,1063179,1058000,1099350,0.1191,GBR,EUR,male,NA,NA,91
HG00108,HG00108,1067376,1058000,1099341,0.2215,GBR,EUR,male,NA,NA,91
HG00109,HG00109,1063868,1058000,1099325,0.1363,GBR,EUR,male,NA,NA,91
HG00110,HG00110,1061785,1058000,1099352,0.08503,GBR,EUR,female,NA,NA,91
HG00111,HG00111,1063985,1058000,1099338,0.139,GBR,EUR,female,NA,NA,91
HG00112,HG00112,1064802,1058000,1099359,0.1585,GBR,EUR,male,NA,NA,91
HG00113,HG00113,1064917,1058000,1099359,0.1613,GBR,EUR,male,NA,NA,91
HG00114,HG00114,1066716,1058000,1099340,0.2054,GBR,EUR,male,NA,NA,91
HG00115,HG00115,1063047,1058000,1099336,0.1161,GBR,EUR,male,NA,NA,91
HG00116,HG00116,1066253,1058000,1099346,0.194,GBR,EUR,male,NA,NA,91
HG00117,HG00117,1073359,1058000,1099363,0.3667,GBR,EUR,male,NA,NA,91
HG00118,HG00118,1063431,1058000,1099348,0.1253,GBR,EUR,female,NA,NA,91
HG00119,HG00119,1063795,1058000,1099349,0.1341,GBR,EUR,male,NA,NA,91
HG00120,HG00120,1069793,1058000,1099359,0.28,GBR,EUR,female,NA,NA,91
HG00121,HG00121,1066296,1058000,1099352,0.195,GBR,EUR,female,NA,NA,91
HG00122,HG00122,1060238,1058000,1099347,0.04755,GBR,EUR,female,NA,NA,91
HG00123,HG00123,1066458,1058000,1099357,0.1988,GBR,EUR,female,NA,NA,91
HG00125,HG00125,1066587,1058000,1099345,0.2021,GBR,EUR,female,NA,NA,91
HG00126,HG00126,1069569,1058000,1099354,0.2747,GBR,EUR,male,NA,NA,91
HG00127,HG00127,1066309,1058000,1099348,0.1953,GBR,EUR,female,NA,NA,91
HG00128,HG00128,1064192,1058000,1099343,0.1438,GBR,EUR,female,NA,NA,91
HG00129,HG00129,1065546,1058000,1099366,0.1764,GBR,EUR,male,NA,NA,91
HG00130,HG00130,1065042,1058000,1099353,0.1644,GBR,EUR,female,NA,NA,91
HG00131,HG00131,1061716,1058000,1099347,0.08347,GBR,EUR,male,NA,NA,91
HG00132,HG00132,1060688,1058000,1099338,0.05862,GBR,EUR,female,NA,NA,91
HG00133,HG00133,1065415,1058000,1099340,0.1737,GBR,EUR,female,NA,NA,91
HG00136,HG00136,1064326,1058000,1099337,0.1473,GBR,EUR,male,NA,NA,91
HG00137,HG00137,1063623,1058000,1099360,0.1297,GBR,EUR,female,NA,NA,91
HG00138,HG00138,1065394,1058000,1099330,0.1734,GBR,EUR,male,NA,NA,91
HG00139,HG00139,1066455,1058000,1099358,0.1988,GBR,EUR,male,NA,NA,91
HG00140,HG00140,1063795,1058000,1099370,0.1337,GBR,EUR,male,NA,NA,91
HG00141,HG00141,1060945,1058000,1099359,0.06453,GBR,EUR,male,NA,NA,91
HG00142,HG00142,1066350,1058000,1099352,0.1963,GBR,EUR,male,NA,NA,91
HG00143,HG00143,1063948,1058000,1099352,0.1378,GBR,EUR,male,NA,NA,91
HG00145,HG00145,1066940,1058000,1099338,0.2109,GBR,EUR,male,NA,NA,91
HG00146,HG00146,1062050,1058000,1099352,0.09161,GBR,EUR,female,NA,NA,91
HG00148,HG00148,1063377,1058000,1099349,0.1239,GBR,EUR,male,NA,NA,91
HG00149,HG00149,1060724,1058000,1099333,0.0596,GBR,EUR,male,NA,NA,91
HG00150,HG00150,1064439,1058000,1099338,0.15,GBR,EUR,female,NA,NA,91
HG00151,HG00151,1066588,1058000,1099350,0.2021,GBR,EUR,male,NA,NA,91
HG00154,HG00154,1065359,1058000,1099349,0.1722,GBR,EUR,female,NA,NA,91
HG00155,HG00155,1064155,1058000,1099327,0.1432,GBR,EUR,male,NA,NA,91
HG00157,HG00157,1066925,1058000,1099352,0.2103,GBR,EUR,male,NA,NA,91
HG00158,HG00158,1063492,1058000,1099341,0.1269,GBR,EUR,female,NA,NA,91
HG00159,HG00159,1065541,1058000,1099358,0.1765,GBR,EUR,male,NA,NA,91
HG00160,HG00160,1067608,1058000,1099338,0.2272,GBR,EUR,male,NA,NA,91
HG00171,HG00171,1064124,1058000,1099337,0.1423,FIN,EUR,female,NA,NA,99
HG00173,HG00173,1064759,1058000,1099344,0.1576,FIN,EUR,female,NA,NA,99
HG00174,HG00174,1064474,1058000,1099340,0.1508,FIN,EUR,female,NA,NA,99
HG00176,HG00176,1062849,1058000,1099316,0.1117,FIN,EUR,female,NA,NA,99
HG00177,HG00177,1067118,1058000,1099357,0.2149,FIN,EUR,female,NA,NA,99
HG00178,HG00178,1062462,1058000,1099335,0.1019,FIN,EUR,female,NA,NA,99
HG00179,HG00179,1064425,1058000,1099352,0.1494,FIN,EUR,female,NA,NA,99
HG00180,HG00180,1065327,1058000,1099351,0.1713,FIN,EUR,female,NA,NA,99
HG00181,HG00181,1060923,1058000,1099336,0.06444,FIN,EUR,male,NA,NA,99
HG00182,HG00182,1063828,1058000,1099328,0.1353,FIN,EUR,male,NA,NA,99
HG00183,HG00183,1064158,1058000,1099351,0.1429,FIN,EUR,male,NA,NA,99
HG00185,HG00185,1062222,1058000,1099348,0.09575,FIN,EUR,male,NA,NA,99
HG00186,HG00186,1065013,1058000,1099350,0.1638,FIN,EUR,male,NA,NA,99
HG00187,HG00187,1064206,1058000,1099353,0.1441,FIN,EUR,male,NA,NA,99
HG00188,HG00188,1064425,1058000,1099337,0.1496,FIN,EUR,male,NA,NA,99
HG00189,HG00189,1061401,1058000,1099360,0.07562,FIN,EUR,male,NA,NA,99
HG00190,HG00190,1062967,1058000,1099325,0.1142,FIN,EUR,male,NA,NA,99
HG00231,HG00231,1063400,1058000,1099357,0.1243,GBR,EUR,female,NA,NA,91
HG00232,HG00232,1067014,1058000,1099375,0.212,GBR,EUR,female,NA,NA,91
HG00233,HG00233,1062800,1058000,1099356,0.1098,GBR,EUR,female,NA,NA,91
HG00234,HG00234,1061278,1058000,1099335,0.073,GBR,EUR,male,NA,NA,91
HG00235,HG00235,1063901,1058000,1099325,0.1372,GBR,EUR,female,NA,NA,91
HG00236,HG00236,1063679,1058000,1099334,0.1315,GBR,EUR,female,NA,NA,91
HG00237,HG00237,1065677,1058000,1099345,0.18,GBR,EUR,female,NA,NA,91
HG00238,HG00238,1063245,1058000,1099342,0.1209,GBR,EUR,female,NA,NA,91
HG00239,HG00239,1064117,1058000,1099347,0.142,GBR,EUR,female,NA,NA,91
HG00240,HG00240,1064834,1058000,1099355,0.1593,GBR,EUR,female,NA,NA,91
HG00242,HG00242,1064560,1058000,1099351,0.1527,GBR,EUR,male,NA,NA,91
HG00243,HG00243,1064892,1058000,1099351,0.1608,GBR,EUR,male,NA,NA,91
HG00244,HG00244,1063779,1058000,1099337,0.1339,GBR,EUR,male,NA,NA,91
HG00245,HG00245,1064544,1058000,1099365,0.152,GBR,EUR,female,NA,NA,91
HG00246,HG00246,1062796,1058000,1099364,0.1095,GBR,EUR,male,NA,NA,91
HG00250,HG00250,1062158,1058000,1099349,0.09425,GBR,EUR,female,NA,NA,91
HG00251,HG00251,1063810,1058000,1099326,0.1349,GBR,EUR,male,NA,NA,91
HG00252,HG00252,1065766,1058000,1099356,0.182,GBR,EUR,male,NA,NA,91
HG00253,HG00253,1062463,1058000,1099346,0.1017,GBR,EUR,female,NA,NA,91
HG00254,HG00254,1063662,1058000,1099334,0.1311,GBR,EUR,female,NA,NA,91
HG00255,HG00255,1061788,1058000,1099341,0.08534,GBR,EUR,female,NA,NA,91
HG00256,HG00256,1062236,1058000,1099340,0.0963,GBR,EUR,male,NA,NA,91
HG00257,HG00257,1062490,1058000,1099329,0.1026,GBR,EUR,female,NA,NA,91
HG00258,HG00258,1065836,1058000,1099329,0.1842,GBR,EUR,female,NA,NA,91
HG00259,HG00259,1065560,1058000,1099330,0.1774,GBR,EUR,female,NA,NA,91
HG00260,HG00260,1063057,1058000,1099335,0.1164,GBR,EUR,male,NA,NA,91
HG00261,HG00261,1066928,1058000,1099362,0.2102,GBR,EUR,female,NA,NA,91
HG00262,HG00262,1065377,1058000,1099362,0.1724,GBR,EUR,female,NA,NA,91
HG00263,HG00263,1062959,1058000,1099340,0.1139,GBR,EUR,female,NA,NA,91
HG00264,HG00264,1065925,1058000,1099335,0.1862,GBR,EUR,male,NA,NA,91
HG00265,HG00265,1063756,1058000,1099341,0.1333,GBR,EUR,male,NA,NA,91
HG00266,HG00266,1063996,1058000,1099339,0.1391,FIN,EUR,female,NA,NA,99
HG00267,HG00267,1064465,1058000,1099351,0.1503,FIN,EUR,male,NA,NA,99
HG00268,HG00268,1064436,1058000,1099341,0.1499,FIN,EUR,female,NA,NA,99
HG00269,HG00269,1066583,1058000,1099338,0.2022,FIN,EUR,female,NA,NA,99
HG00271,HG00271,1063523,1058000,1099340,0.1276,FIN,EUR,male,NA,NA,99
HG00272,HG00272,1064468,1058000,1099348,0.1504,FIN,EUR,female,NA,NA,99
HG00273,HG00273,1063132,1058000,1099314,0.1185,FIN,EUR,male,NA,NA,99
HG00274,HG00274,1063463,1058000,1099342,0.1261,FIN,EUR,female,NA,NA,99
HG00275,HG00275,1061705,1058000,1099330,0.08348,FIN,EUR,female,NA,NA,99
HG00276,HG00276,1062594,1058000,1099354,0.1048,FIN,EUR,female,NA,NA,99
HG00277,HG00277,1064743,1058000,1099328,0.1575,FIN,EUR,male,NA,NA,99
HG00278,HG00278,1067617,1058000,1099363,0.227,FIN,EUR,male,NA,NA,99
HG00280,HG00280,1063608,1058000,1099367,0.1292,FIN,EUR,male,NA,NA,99
HG00281,HG00281,1062462,1058000,1099343,0.1017,FIN,EUR,female,NA,NA,99
HG00282,HG00282,1064765,1058000,1099341,0.1579,FIN,EUR,female,NA,NA,99
HG00284,HG00284,1067512,1058000,1099341,0.2248,FIN,EUR,male,NA,NA,99
HG00285,HG00285,1063521,1058000,1099353,0.1274,FIN,EUR,female,NA,NA,99
HG00288,HG00288,1064131,1058000,1099348,0.1423,FIN,EUR,female,NA,NA,99
HG00290,HG00290,1065899,1058000,1099348,0.1854,FIN,EUR,male,NA,NA,99
HG00304,HG00304,1062974,1058000,1099347,0.1141,FIN,EUR,female,NA,NA,99
HG00306,HG00306,1065274,1058000,1099353,0.1701,FIN,EUR,female,NA,NA,99
HG00308,HG00308,1067078,1058000,1099358,0.2139,FIN,EUR,male,NA,NA,99
HG00309,HG00309,1062542,1058000,1099341,0.1038,FIN,EUR,female,NA,NA,99
HG00310,HG00310,1063388,1058000,1099325,0.1246,FIN,EUR,male,NA,NA,99
HG00311,HG00311,1063018,1058000,1099357,0.1151,FIN,EUR,male,NA,NA,99
HG00313,HG00313,1065578,1058000,1099352,0.1775,FIN,EUR,female,NA,NA,99
HG00315,HG00315,1063439,1058000,1099342,0.1255,FIN,EUR,female,NA,NA,99
HG00318,HG00318,1065800,1058000,1099337,0.1832,FIN,EUR,female,NA,NA,99
HG00319,HG00319,1065496,1058000,1099342,0.1756,FIN,EUR,female,NA,NA,99
HG00320,HG00320,1063724,1058000,1099331,0.1326,FIN,EUR,female,NA,NA,99
HG00321,HG00321,1067164,1058000,1099383,0.2156,FIN,EUR,male,NA,NA,99
HG00323,HG00323,1063306,1058000,1099352,0.1221,FIN,EUR,female,NA,NA,99
HG00324,HG00324,1062402,1058000,1099341,0.1003,FIN,EUR,female,NA,NA,99
HG00325,HG00325,1067114,1058000,1099345,0.215,FIN,EUR,male,NA,NA,99
HG00326,HG00326,1065232,1058000,1099368,0.1687,FIN,EUR,female,NA,NA,99
HG00327,HG00327,1064779,1058000,1099334,0.1584,FIN,EUR,female,NA,NA,99
HG00328,HG00328,1067436,1058000,1099359,0.2226,FIN,EUR,female,NA,NA,99
HG00329,HG00329,1063571,1058000,1099360,0.1284,FIN,EUR,male,NA,NA,99
HG00330,HG00330,1064571,1058000,1099334,0.1532,FIN,EUR,female,NA,NA,99
HG00331,HG00331,1063733,1058000,1099360,0.1324,FIN,EUR,female,NA,NA,99
HG00332,HG00332,1066608,1058000,1099343,0.2027,FIN,EUR,female,NA,NA,99
HG00334,HG00334,1064362,1058000,1099329,0.1483,FIN,EUR,female,NA,NA,99
HG00335,HG00335,1062901,1058000,1099335,0.1126,FIN,EUR,male,NA,NA,99
HG00336,HG00336,1062904,1058000,1099351,0.1123,FIN,EUR,male,NA,NA,99
HG00337,HG00337,1061945,1058000,1099331,0.08935,FIN,EUR,female,NA,NA,99
HG00338,HG00338,1065234,1058000,1099338,0.1693,FIN,EUR,male,NA,NA,99
HG00339,HG00339,1064315,1058000,1099339,0.147,FIN,EUR,female,NA,NA,99
HG00341,HG00341,1064944,1058000,1099334,0.1623,FIN,EUR,male,NA,NA,99
HG00342,HG00342,1065193,1058000,1099337,0.1684,FIN,EUR,male,NA,NA,99
HG00343,HG00343,1063822,1058000,1099336,0.1349,FIN,EUR,female,NA,NA,99
HG00344,HG00344,1063117,1058000,1099354,0.1175,FIN,EUR,female,NA,NA,99
HG00345,HG00345,1065861,1058000,1099365,0.1842,FIN,EUR,male,NA,NA,99
HG00346,HG00346,1064695,1058000,1099351,0.1559,FIN,EUR,female,NA,NA,99
HG00349,HG00349,1064295,1058000,1099329,0.1466,FIN,EUR,female,NA,NA,99
HG00350,HG00350,1064628,1058000,1099335,0.1546,FIN,EUR,female,NA,NA,99
HG00351,HG00351,1062971,1058000,1099331,0.1144,FIN,EUR,male,NA,NA,99
HG00353,HG00353,1064740,1058000,1099341,0.1573,FIN,EUR,female,NA,NA,99
HG00355,HG00355,1065551,1058000,1099346,0.1769,FIN,EUR,female,NA,NA,99
HG00356,HG00356,1064257,1058000,1099349,0.1453,FIN,EUR,female,NA,NA,99
HG00357,HG00357,1065284,1058000,1099347,0.1705,FIN,EUR,female,NA,NA,99
HG00358,HG00358,1071072,1058000,1099356,0.3112,FIN,EUR,male,NA,NA,99
HG00360,HG00360,1062443,1058000,1099336,0.1014,FIN,EUR,male,NA,NA,99
HG00361,HG00361,1063274,1058000,1099339,0.1216,FIN,EUR,female,NA,NA,99
HG00362,HG00362,1061024,1058000,1099335,0.06686,FIN,EUR,female,NA,NA,99
HG00364,HG00364,1065408,1058000,1099338,0.1736,FIN,EUR,female,NA,NA,99
HG00365,HG00365,1063545,1058000,1099335,0.1283,FIN,EUR,female,NA,NA,99
HG00366,HG00366,1064416,1058000,1099347,0.1493,FIN,EUR,male,NA,NA,99
HG00367,HG00367,1064835,1058000,1099366,0.1591,FIN,EUR,female,NA,NA,99
HG00368,HG00368,1063102,1058000,1099342,0.1174,FIN,EUR,female,NA,NA,99
HG00369,HG00369,1066154,1058000,1099351,0.1915,FIN,EUR,male,NA,NA,99
HG00371,HG00371,1065951,1058000,1099338,0.1868,FIN,EUR,male,NA,NA,99
HG00372,HG00372,1065232,1058000,1099360,0.1689,FIN,EUR,male,NA,NA,99
HG00373,HG00373,1066503,1058000,1099342,0.2002,FIN,EUR,female,NA,NA,99
HG00375,HG00375,1067031,1058000,1099345,0.2129,FIN,EUR,male,NA,NA,99
HG00376,HG00376,1065753,1058000,1099341,0.1819,FIN,EUR,female,NA,NA,99
HG00378,HG00378,1062629,1058000,1099333,0.106,FIN,EUR,female,NA,NA,99
HG00379,HG00379,1061488,1058000,1099356,0.07779,FIN,EUR,female,NA,NA,99
HG00380,HG00380,1061387,1058000,1099351,0.07543,FIN,EUR,female,NA,NA,99
HG00381,HG00381,1063944,1058000,1099353,0.1377,FIN,EUR,female,NA,NA,99
HG00382,HG00382,1066012,1058000,1099330,0.1884,FIN,EUR,male,NA,NA,99
HG00383,HG00383,1064010,1058000,1099337,0.1395,FIN,EUR,female,NA,NA,99
HG00384,HG00384,1062741,1058000,1099353,0.1083,FIN,EUR,female,NA,NA,99
HG00403,HG00403,1065812,1058000,1099355,0.1831,CHS,EAS,male,NA,NA,105
HG00404,HG00404,1068998,1058000,1099329,0.2612,CHS,EAS,female,NA,NA,105
HG00406,HG00406,1065411,1058000,1099340,0.1736,CHS,EAS,male,NA,NA,105
HG00407,HG00407,1067354,1058000,1099332,0.221,CHS,EAS,female,NA,NA,105
HG00409,HG00409,1066810,1058000,1099340,0.2077,CHS,EAS,male,NA,NA,105
HG00410,HG00410,1067536,1058000,1099316,0.2258,CHS,EAS,female,NA,NA,105
HG00419,HG00419,1065296,1058000,1099329,0.171,CHS,EAS,female,NA,NA,105
HG00421,HG00421,1068826,1058000,1099349,0.2566,CHS,EAS,male,NA,NA,105
HG00422,HG00422,1064706,1058000,1099321,0.1568,CHS,EAS,female,NA,NA,105
HG00428,HG00428,1065910,1058000,1099336,0.1859,CHS,EAS,female,NA,NA,105
HG00436,HG00436,1066456,1058000,1099336,0.1991,CHS,EAS,male,NA,NA,105
HG00437,HG00437,1066950,1058000,1099333,0.2112,CHS,EAS,female,NA,NA,105
HG00442,HG00442,1066762,1058000,1099342,0.2065,CHS,EAS,male,NA,NA,105
HG00443,HG00443,1065118,1058000,1099340,0.1666,CHS,EAS,female,NA,NA,105
HG00445,HG00445,1066596,1058000,1099337,0.2025,CHS,EAS,male,NA,NA,105
HG00446,HG00446,1066832,1058000,1099318,0.2086,CHS,EAS,female,NA,NA,105
HG00448,HG00448,1064891,1058000,1099323,0.1612,CHS,EAS,male,NA,NA,105
HG00449,HG00449,1066173,1058000,1099335,0.1922,CHS,EAS,female,NA,NA,105
HG00451,HG00451,1066744,1058000,1099340,0.2061,CHS,EAS,male,NA,NA,105
HG00452,HG00452,1067988,1058000,1099337,0.2364,CHS,EAS,female,NA,NA,105
HG00457,HG00457,1067376,1058000,1099330,0.2216,CHS,EAS,male,NA,NA,105
HG00458,HG00458,1068711,1058000,1099339,0.254,CHS,EAS,female,NA,NA,105
HG00463,HG00463,1066842,1058000,1099343,0.2084,CHS,EAS,male,NA,NA,105
HG00464,HG00464,1069477,1058000,1099362,0.2722,CHS,EAS,female,NA,NA,105
HG00472,HG00472,1066548,1058000,1099330,0.2014,CHS,EAS,male,NA,NA,105
HG00473,HG00473,1068038,1058000,1099336,0.2376,CHS,EAS,female,NA,NA,105
HG00475,HG00475,1069242,1058000,1099340,0.2669,CHS,EAS,male,NA,NA,105
HG00476,HG00476,1067819,1058000,1099338,0.2323,CHS,EAS,female,NA,NA,105
HG00478,HG00478,1068616,1058000,1099334,0.2518,CHS,EAS,male,NA,NA,105
HG00479,HG00479,1066579,1058000,1099325,0.2023,CHS,EAS,female,NA,NA,105
HG00500,HG00500,1070445,1058000,1099346,0.2961,CHS,EAS,male,NA,NA,105
HG00513,HG00513,1067847,1058000,1099349,0.2327,CHS,EAS,female,NA,NA,105
HG00524,HG00524,1067877,1058000,1099344,0.2336,CHS,EAS,male,NA,NA,105
HG00525,HG00525,1075907,1058000,1099341,0.4293,CHS,EAS,female,NA,NA,105
HG00530,HG00530,1067299,1058000,1099343,0.2195,CHS,EAS,male,NA,NA,105
HG00531,HG00531,1069742,1058000,1099328,0.2793,CHS,EAS,female,NA,NA,105
HG00533,HG00533,1064568,1058000,1099349,0.1529,CHS,EAS,male,NA,NA,105
HG00534,HG00534,1066897,1058000,1099346,0.2097,CHS,EAS,female,NA,NA,105
HG00536,HG00536,1065871,1058000,1099354,0.1846,CHS,EAS,male,NA,NA,105
HG00537,HG00537,1067003,1058000,1099363,0.212,CHS,EAS,female,NA,NA,105
HG00542,HG00542,1068361,1058000,1099349,0.2453,CHS,EAS,male,NA,NA,105
HG00543,HG00543,1068002,1058000,1099332,0.2369,CHS,EAS,female,NA,NA,105
HG00551,HG00551,1064426,1058000,1099346,0.1495,PUR,AMR,female,NA,NA,104
HG00553,HG00553,1055827,1058000,1099270,-0.0587,PUR,AMR,male,NA,NA,104
HG00554,HG00554,1061553,1058000,1099326,0.07989,PUR,AMR,female,NA,NA,104
HG00556,HG00556,1065626,1058000,1099331,0.1791,CHS,EAS,male,NA,NA,105
HG00557,HG00557,1068794,1058000,1099330,0.2562,CHS,EAS,female,NA,NA,105
HG00559,HG00559,1070039,1058000,1099340,0.2863,CHS,EAS,male,NA,NA,105
HG00560,HG00560,1066836,1058000,1099342,0.2082,CHS,EAS,female,NA,NA,105
HG00565,HG00565,1068828,1058000,1099347,0.2567,CHS,EAS,male,NA,NA,105
HG00566,HG00566,1070166,1058000,1099365,0.2889,CHS,EAS,female,NA,NA,105
HG00580,HG00580,1067272,1058000,1099339,0.219,CHS,EAS,male,NA,NA,105
HG00581,HG00581,1064823,1058000,1099329,0.1595,CHS,EAS,female,NA,NA,105
HG00583,HG00583,1069173,1058000,1099330,0.2654,CHS,EAS,male,NA,NA,105
HG00584,HG00584,1067693,1058000,1099336,0.2292,CHS,EAS,female,NA,NA,105
HG00589,HG00589,1067136,1058000,1099338,0.2156,CHS,EAS,male,NA,NA,105
HG00590,HG00590,1065964,1058000,1099359,0.1867,CHS,EAS,female,NA,NA,105
HG00592,HG00592,1066408,1058000,1099346,0.1978,CHS,EAS,male,NA,NA,105
HG00593,HG00593,1065931,1058000,1099348,0.1861,CHS,EAS,female,NA,NA,105
HG00595,HG00595,1069534,1058000,1099352,0.2738,CHS,EAS,male,NA,NA,105
HG00596,HG00596,1068638,1058000,1099363,0.2518,CHS,EAS,female,NA,NA,105
HG00598,HG00598,1066818,1058000,1099326,0.2081,CHS,EAS,male,NA,NA,105
HG00599,HG00599,1066648,1058000,1099310,0.2043,CHS,EAS,female,NA,NA,105
HG00607,HG00607,1065884,1058000,1099328,0.1854,CHS,EAS,male,NA,NA,105
HG00608,HG00608,1069498,1058000,1099335,0.2733,CHS,EAS,female,NA,NA,105
HG00610,HG00610,1066720,1058000,1099345,0.2054,CHS,EAS,male,NA,NA,105
HG00611,HG00611,1067012,1058000,1099354,0.2123,CHS,EAS,female,NA,NA,105
HG00613,HG00613,1066423,1058000,1099321,0.1986,CHS,EAS,male,NA,NA,105
HG00614,HG00614,1064463,1058000,1099328,0.1507,CHS,EAS,female,NA,NA,105
HG00619,HG00619,1069035,1058000,1099354,0.2616,CHS,EAS,male,NA,NA,105
HG00620,HG00620,1068354,1058000,1099338,0.2453,CHS,EAS,female,NA,NA,105
HG00622,HG00622,1067128,1058000,1099321,0.2157,CHS,EAS,male,NA,NA,105
HG00623,HG00623,1067870,1058000,1099321,0.2338,CHS,EAS,female,NA,NA,105
HG00625,HG00625,1069026,1058000,1099349,0.2615,CHS,EAS,male,NA,NA,105
